name,category,subcategory,mrp,dmart_price,unit
Star Light Fabric Whitener : 500 ml,Lighting & Electrical,light,,65.0,500 ml
More Light Extra Power Liquid Detergent : 5 L,Lighting & Electrical,light,,525.0,
