name,category,subcategory,mrp,dmart_price,unit
Lotus Herbals Rosetone Rose Petals Facial Skin Toner : 100 ml,Pet Supplies,pet,,325.0,100 ml
Insight Cosmetics Beauty Blender Sponge Applicator - Pink : 1 Unit,Pet Supplies,cat,,130.0,
Sirona Non-Applicator Tampons - Regular Flow : 20 U,Pet Supplies,cat,,295.0,
