name,category,subcategory,price,unit
Premier Toilet 2 Ply Tissue Roll : 10 Units,Tissue Paper & Napkins,tissue,350,
CleanPlus Toilet Rolls : 6 Units,,,250,
CleanPlus Toilet Rolls : 10 Units,,,350,
Premier Toilet Tissue : 4 Units,Tissue Paper & Napkins,tissue,240,
Gala Double Hockey Toilet Brush : 1 Unit,,,170,
Gala Advanced Floor Cloth : 2 Units,,,255,
Gala Cloth Brush : 1 Unit,,,120,
Gala Stylo Sink Brush : 1 Unit,,,180,
Gebi Anti-Bacterial Toilet Round Brush With Container (Fluorescent Green) : 1 Unit,Jars & Containers,container,249,
Scotch Brite Premium Kitchen Towel : 3 Units,,,180,
Gebi Anti-Bacterial Mega Dual Action Toilet Brush (Fluorescent Green) : 1 Unit,,,175,
Scotch Brite Toilet Bowl & Rim Brush With Caddy - White & Turquoise : 1 Unit,,,950,
Sheetal World Cotton 4050 Yellow Duster 40x50cm : 5 Pieces,,,149,
Scotch Brite Scrubber Brush - White & Turquoise : 1 Unit,,,549,
Scotch Brite Lint Roller - White : 1 Unit,,,599,
Scotch-Brite Super Strong Scrub Pad - 7x10 cm : 2 Units,,,75,
Plastic Dustpan with Brush - Assorted : 1 Unit,,,110,
Scotch Brite Cotton Mop refill - White : 1 Unit,,,300,
Scotch Brite Dual Blade Squeegee - (Grey & White) : 1 Unit,,,475,
All Time Plastic Frosty Dust Bin : 5.5 Litre,,,150,
Balzano Tornado Cordless 2-in-1 Vacuum Cleaner - Black : 100 W,Cleaners,cleaner,10990,
Scotch Brite Handy Brush Scrubber - White & Turquoise : 1 Unit,,,499,
Vega Deluxe Body Sponge (BA-2/3) Assorted : 1 Unit,,,150,
Scotch Brite Microfiber Flat Mop - (Green) : 1 Unit,,,1499,
Kvg Teak Wood Double Spoon Stand : 1 Unit,,,529,
Stainless Steel Tissue Paper Holder - Triangle : 1 Unit,Tissue Paper & Napkins,tissue,150,
Happy Family Queen Tissue paper Holder (Wood Colour) : 1 Unit,Tissue Paper & Napkins,tissue,139,
Happy Family Woodland Multi Utility Set (Wood Colour ) : 1 Unit,,,349,
Happy Family Noble Antique Tea Coaster Set (Antique Silver) : 1 Unit,,,120,
Disposable Wooden Fork - 14 cm : 30 Pieces,,,69,
Femora D1 Mango Wooden Tissue Holder -Walnut : 1 Unit,Tissue Paper & Napkins,tissue,600,
Femora D2 Mango Wooden Tissue Holder -Walnut : 1 Unit,Tissue Paper & Napkins,tissue,600,
Butterfly Stainless Steel Cooker - Curve : 5.5 Litres,,,4851,
Butterfly Stainless Steel Cooker - Curve : 3 Litres,,,3646,
Pigeon Hard Anodised All-In-One Super Pressure Cooker : 3 Litres,,,3445,
Surya Intech Pressure Cooker Combo : 3 Units,,,1950,
Surya Intech Pressure Cooker Combo : 3 Litres + 2 Litres,,,1150,
Pigeon Favourite Aluminium Pressure Cooker (2 L+ 3 L+ 5 L) : 1 Unit,,,3195,
Hawkins Steel Induction Pressure Cooker - HSS3T : 3 Litres,,,3025,
Prestige Deluxe Alpha Svachh Stainless Steel Pressure Cooker Handi : 3 Litres,,,2830,
Pigeon Titanium Hard Anodized Pressure Cooker: 3 Litres,,,2195,
Pigeon Titanium Hard Anodized Pressure Cooker : 5 Litres,,,2995,
Hawkins Contura Black Hard Anodised Cooker CB30 : 3 Litres,,,2225,
Prestige Svachh Nakshatra+ Hard Anodised Handi Cooker : 3 Litre,,,2300,
Hawkins Contura Hard Anodised Pressure Cooker - CB20 : 2 Litres,,,1950,
Vinod 18/8 Stainless Steel Splendid Plus Pressure Cooker : 1. 5 Litres,,,2380,
Vinod Stainless Steel Outer Lid Pressure Cooker : 3 Litres,,,2695,
Bergner Pura Stainless Steel Outer Lid Pressure Cooker : 1.5 Litres,,,2489,
Prestige Svachh Pressure Cooker Hard Anodized : 5 Litres,,,3500,
Hawkins Classic Pressure Cooker - CL3T : 3 Litres,,,1575,
Hawkins Futura Hard Anodised Handi - AH3S : 3 Litres,,,1850,
Jaipan Aluminium Combo Star Plus Cooker With Common Lid (5.5 L+ 3.5 L) : 1 Unit,,,2695,
Hawkins Futura Hard Anodised Bowl - ACB60 : 6 Litres,,,2450,
Kent Multiuse Cooker (116114) - 1.2L : 800 W,,,2900,
Jaipan Combo Star Aluminium Cooker With Common Lid (2 L + 3 L) : 1 Unit,,,1795,
Pigeon Favourite Aluminium Pressure Cooker : 7.5 Litres,,,2495,
Hawkins Induction Pressure Cooker - IH20 : 2 Litres,,,1700,
Vinod Stainless Steel Outer Lid Pressure Cooker : 5 Litres,,,3520,
Prestige Svachh Aluminium Cooker Combo : 3 Litres + 5 Litres,,,3030,
Bergner Argent Elements Stainless Steel Pressure Cooker : 3.5 Litres,,,4695,
Prestige Deluxe Plus Hard Anodised Pressure Handi Cooker : 3 Litres,,,2880,
Prestige Nakshatra Svachh Hard Anodized Handi Cooker : 5 Litres,,,3150,
Prestige Malti Cooker (1L) - Stainless Steel - 600W : 1 Unit,,,1995,
Hawkins Futura Induction Pressure Cooker - IFP30 : 3 Litres,,,3900,
Bergner Pura Stainless Steel Outer Lid Pressure Cooker : 5 Litres,,,3799,
Hawkins Miss Mary Pressure Cooker - MM30 : 3 Litres,,,1250,
Bergner Argent Elements Stainless Steel Pressure Cooker : 1.5 Litres,,,3895,
Prestige Nakshatra Plus Svachh Handi (2 L) - Aluminium : 1 Unit,,,1525,
Prestige Nakshatra Plus Svachh Handi (5 L) - Aluminium : 1 Unit,,,2350,
Stainless Steel Idli Maker with Lid : 1 Unit,,,900,
Home Zone by Kitchen Essentials Stainless Steel Triply Cookware Set : 3 Pieces,,,4990,
Home Zone Triply Stainless Steel Kadai - 22 cms : 1 Unit,,,2200,
Pigeon Storm Non-Stick Induction Base Flat Tawa - 280 mm : 1 Unit,,,1095,
Home Zone Triply Stainless Steel Kadai - 24 cms : 1 Unit,,,2700,
Anjali Non-Stick Dosa Tawa - 270 mm : 1 Unit,,,785,
Prestige Omega Deluxe Granite Dosa Tawa - 280 mm : 1 Unit,,,1390,
Anjali Uttappa Tawa 4 Cavities : 1 Unit,,,815,
Veer Stainless Steel Copper Bottom Handi : 4 Piece,,,700,
Borosil Granito Non-Stick Induction Base Dosa Tawa - Black : 31 cm,,,1695,
Stainless Steel Triply Kadai With Gold PVD Coating Handle : 20 cm,,,1049,
Hawkins Non-Stick Dosa Tava (NDT28) - Diameter 28 cm : 1 Unit,,,1525,
Anjali Fiesta Stainless Steel Cookware Milk Pan With Lid : 1 Unit,,,691,
Bergner Non-Stick Soft Touch Handle Flat Frying Pan - 24 cm : 1 Unit,,,999,
Indigo Metalware Stainless Steel Coffee Warmer - 870 ml : 1 Unit,,,423,
Anjali Stainless Steel Allure Cookware Set : 5 Pieces,,,3150,
Vinod Platinum Stainless Steel Triply Kadai With Lid - 26 cm : 3.7 Litres,,,4170,
Bombay Kookware Non-Stick Appam With Glass Lid- Grey : 26 cm,,,985,
Bergner Non-Stick Soft Touch Handle Flat Tawa - 28 cm : 1 Unit,,,999,
Nidhi Non-Stick Cookware Set : 2 Pieces,,,565,
Crystal Plus Series Non-Stick Cookware Set - CNS 898 : 2 Units,,,1600,
Bombay Kookware Non-Stick Small Granite Grill Pan- Black : 22 cm,,,810,
Hawkins Futura Roti Tawa - IART26 : Diameter 26 cm,,,1210,
Wonderchef Duralife Die-cast Non stick Dosa Tawa - Ivory : 28 cm,,,2000,
Macclite Cast Ironium Induction Base Dosa Tawa - Black : 30 cm,,,1865,
Hawkins Futura Hard Anodised Tava - AT26 : Diameter 26 cm,,,1060,
Hawkins Futura Hard Anodised Tava - AT26XP : Diameter 26 cm,,,1210,
Hawkins Futura Hard Anodised Tava - AT26X : Diameter 26 cm,,,1210,
Bombay Kookware Non-Stick Dosa Tawa - Blue : 25.5 cm,,,650,
Beezy Stainless Steel Idly Stand 4 Plate : 1 Unit,,,410,
Wonderchef Royal Velvet 28 cm Dosa Tawa : 1 Unit,,,1800,
Bombay Kookware Smart Non-Stick Tawa - Maroon : 28 cm,,,1000,
Borosil Granito Non-Stick Induction Base Kadai With Lid (2.5 L) - 24 cm : 1 Unit,,,1745,
Hawkins NDT33 Aluminium Futura Non-Stick Dosa Tava - Black : 33 cm,,,1840,
Bombay Kookware Non-Stick Flat Tawa - Grey : 32 cm,,,1050,
Bombay Kookware Induction Non-Stick Granite Roti Tawa - Grey : 26 cm,,,990,
Vinod Platinum Stainless Steel Triply Kadai With Lid - 24 cm : 3.2 Litres,,,3820,
Bombay kookware Non-Stick Fry Pan - Blue : 20 cm,,,575,
Prestige Omega Omni Tawa - 275 mm : 1 Piece,,,1180,
Wonderchef Duralife Die-cast Non stick Dosa Tawa - Copper : 28 cm,,,2000,
Wonderchef Royal Velvet 24 cm Grill Pan : 1 Unit,,,2000,
Bergner Argent Stainless Steel Triply Saute Pan With Lid - 26 cm : 1 Unit,,,4295,
Bergner Tripro Triply Saucepan - Silver (16 cm) : 1 Unit,,,1999,
Bombay Kookware Non-stick Kadai With Glass Lid- Maroon : 24 cm,,,1150,
Vinod Platinum Stainless Steel Triply Kadai With Lid - 22 cm : 2. 4 Litres,,,3450,
Hawkins STP15 Stainless Steel 1.5 Cup Tadka Pan : 360 ml,,,500,360 ml
Anjali Aluminium Biryani Pot : 4.25 Litres,,,1695,
Bergner Argent Stainless Steel Triply Kadai With Lid : 2 Litres,,,3565,
Hawkins IART28 Aluminium Hard Anodised Futura Roti Tava : 28 cm,,,1390,
Prestige Concave Tava Omega - 280 mm : 1 Piece,,,1210,
Borosil Granito Non-Stick Concave Tawa - Black : 25 cm,,,1045,
Borosil Granito Non-Stick Induction Base Kadai With Lid (3 L) - 26 cm : 1 Unit,,,1945,
KYYTE Iron Sheet Metal Kadai With Stainless Steel Handle - Black : 24 cm,,,1280,
Kitchen Essentials Non-Stick Bottom Handi With Hammer Tone Finish : 4.25 Litres,,,1585,
Borosil Granito Non-Stick Induction Base Flat Tawa - Black : 28 cm,,,1345,
Bombay Kookware Induction NonStick FryPan With Glass Lid - Maroon : 26 cm,,,1240,
Wonderchef Royal Velvet 24 cm Fry Pan : 1 Unit,,,1500,
Hawkins IAD375S Aluminium Hard Anodised Futura Deep Fry Pan : 3.75 Litre,,,2420,
Hawkins ICF24G Aluminium Ceramic  Non-Stick Frying Pan : 24 cm,,,1845,
Borosil Granito Non-Stick Induction Base Flat Tawa - Black : 25 cm,,,1145,
Bergner Argent Stainless Steel Triply Fry Pan : 24 cm,,,2995,
Vinod Platinum Stainless Steel Triply Tope With Lid (18 cm) - 2. 5 L : 1 Unit,,,2290,
Real Kitchen Non Stick Cookware Set : 4 Pieces,,,1345,
Vinod Platinum Stainless Steel Extra Deep Tasla - 26 cm : 3.7 Litres,,,3290,
Bombay Kookware Induction Non-Stick Kadai - Maroon : 24 cm,,,775,
Vinod Platinum Stainless Steel Extra Deep Tasla - 22 cm : 2. 4 Litres,,,2590,
Bombay Kookware Non-Stick Kala Kruti Fry Pan & Dosa Tawa -Ivory : 2 Pieces,,,1650,
Borosil Granito Induction Base Non-Stick Fry Pan - Black : 26 cm,,,1395,
KYYTE Iron Sheet Metal Wok With Wooden Handle - Black : 24 cm,,,1280,
Bombay Kookware Non-Stick Mini Pan - Blue : 15 cm,,,370,
Prestige Omega Essentials Fry Pan - 240 mm : 1 Unit,,,1020,
Trupti Stainless Steel Triply Kadai : 2 Litres,,,2200,
Hawkins ICT26 Aluminium Ceramic Non-Stick Tava : 26 cm,,,1350,
Vinod Platinum Stainless Steel Triply Fry Pan : 20 cm,,,2690,
Bombay Kookware Non-Stick Tawa Pan - Grey : 27 cm,,,900,
Bombay Kookware Non-Stick Appachetty - Red : 21 cm,,,630,
Vinod Platinum Stainless Steel Triply Tope With Lid (16 cm) - 1. 7 L : 1 Unit,,,1780,
Hawkins SSH50G Stainless Steel Cook & Serve Handi : 5 Litre,,,3200,
Bombay Kookware Non-Stick Kadai - Blue : 20 cm,,,675,
Wonderchef Royal Velvet 24 cm Wok With Lid : 1 Unit,,,2000,
HAZEL Aluminium Handi With Lid - 1900 ml : 1 Unit,,,1199,
HAZEL Aluminium Handi With Lid - 1200 ml : 1 Unit,,,1049,
Hawkins AT28 Aluminium Hard Anodised Futura Tava : 28 cm,,,1210,
Bombay Kookware Non-Stick Casserole With Glass Lid- Red : 24 cm,,,1770,
Borosil Granito Induction Base Non-Stick Fry Pan - Black : 24 cm,,,1195,
Judge By TTK Prestige Non Stick Set - Black : 3 Pieces,,,1820,
Bombay Kookware Non-Stick Kala Kruti Fry Pan - Grey & Black : 24 cm,,,960,
Wonderchef Duralife Die-Cast Non-Stick Fry Pan - Copper : 24 cm,,,1950,
Prestige Plus Roti Tawa - Hard Anodised (22.5 cm) : 1 Unit,,,975,
Bergner Eternity Stainless Steel Kadai With Lid - 20 cm : 1.9 Litres,,,1990,
Prestige Durastone Omni Tawa - Hard Anodised (27 cm) : 1 Unit,,,1550,
Nidhi Ceramic Fry Pan With Glass Lid - Green (24 cm) : 1 Unit,,,940,
Vinod Platinum Stainless Steel Extra Deep Tasla - 24 cm : 3. 2 Litres,,,2690,
HAZEL Aluminium Kadhai Cookware Tasra - 500 ml : 1 Unit,,,629,
Hawkins ICK25G Aluminium Ceramic Non-Stick Deep Kadhai : 2.5 Litre,,,2100,
Vinod Platinum Stainless Steel Triply Fry Pan : 24 cm,,,3190,
Nidhi Hard Anodised Tawa (Black) - 27.5 cm : 1 Unit,,,775,
Nidhi Ceramic Kadhai With Glass Lid - Green (26 cm) : 1 Unit,,,1120,
Anjali Grill Tawa - 270 mm : 1 Unit,,,669,
Prestige Durastone Kadai - Hard Anodised (24cm) : 1 Unit,,,2150,
Nidhi Hard Anodised Kadhai - Black (3.5 L) : 1 Unit,,,1045,
HAZEL Heavy Base Thick Flat Bottom Patila - 1100 ml : 1 Unit,,,809,
Nidhi Sigma Non Stick Deep Kadai With Steel Lid - Grey : 1 Unit,,,750,
Nidhi Hard Anodised Kadhai - Black (5.5 L) : 1 Unit,,,1395,
Bergner Non-Stick Induction Base Earth Tawa - Black (28 cm ) : 1 Unit,,,1355,
The Chef Story Stainless Steel Triply Frypan (26 cm) : 1 Unit,,,3199,
Nidhi Hard Anodised Fry Pan (Black) - 1.5 L : 1 Unit,,,860,
Bergner Tri-Pro Stainless Steel Kadai With Lid - 22 cm : 1.9 Litres,,,3795,
HAZEL Heavy Base Thick Flat Bottom Patila - 1500 ml : 1 Unit,,,1049,
Prestige Durastone Fry Pan - Hard Anodised (24 cm ) : 1 Unit,,,1490,
Prestige Omega Deluxe Granite Fry Pan (24 cm ) - Aluminium : 1 Unit,,,1220,
The Chef Story Stainless Steel Triply Frypan (24 cm) : 1 Unit,,,1898,
Nidhi Hard Anodised Tadka Pan - Black (11 cm) : 1 Unit,,,190,
Anjali Non-Stick Roti Tawa - 275 mm : 1 Unit,,,785,
The Chef Story Everyday Non Stick Kadai with Glass Lid - 24 cm : 1 Unit,,,2112,
Nidhi Hard Anodised Non-Stick Smart Tawa (Black) - 31 cm : 1 Unit,,,1375,
Nidhi Hard Anodised Non-Stick Smart Tawa (Black) - 28.5 cm : 1 Unit,,,1225,
Prestige Ceraglide Frypan - Aluminium (24 cm) : 1 Unit,,,1150,
Prestige Ceraglide Non Stick Omni Tawa - Aluminium (25 cm) : 1 Unit,,,1050,
Prestige Omega Deluxe Kadai (26 cm) - Aluminium : 1 Unit,,,1910,
Prestige Ceraglide Deep Kadai - Aluminium (24 cm) : 1 Unit,,,1675,
The Chef Story Stainless Steel Triply Saucepan with Glass Lid (18 cm) - 2 L : 1 Unit,,,2139,
The Chef Story Everyday Non Stick Kadai with Glass Lid - 26 cm : 1 Unit,,,2390,
Prestige Ceraglide Frypan - Aluminium (26 cm) : 1 Unit,,,1275,
Prestige Ceraglide Non Stick Omni Tawa - Aluminium (28 cm) : 1 Unit,,,1250,
The Chef Story Everyday Non Stick Frypan - 26 cm : 1 Unit,,,1657,
The Chef Story Everyday Non Stick Flat Tawa - 29 cm : 1 Unit,,,1648,
Judge By TTK Prestige Non Stick kadai - Black : 24cm,,,890,
Pigeon ESS Non-Stick Gift Set - Red : 7 Pieces,,,2995,
Stainless Steel Modak Maker with Glass Lid : 1 Unit,,,1280,
Prestige Omega Cherry Non-Stick Cookware Set : 4 Pieces,,,3600,
Copper Base Steel Prabhu Chetty Cookware Set : 5 Pieces,,,670,
Nidhi Cookware Non-stick Gift Set : 3 Pieces,,,945,
Gokul Stainless Steel Milk Boiler - 1.5 Litres : 1 Unit,,,669,
Macclite Non-Stick Aluminium Pentagon Gift Set - Red : Pack of 5,,,2470,
Anjali Fab Non-Stick Granita Gift Set : 3 Pieces,,,2995,
Bergner Non-Stick Induction Base Sherry Plus Cookware Set (Red) - 6 Pieces : 1 Unit,,,5500,
Bergner Non-Stick Induction Base Dahlia Cookware Set (Green) - 3 Pieces : 1 Unit,,,2995,
Macclite Alpha Non - Stick Aluminium Gift Set - Red : Pack of 3,,,1595,
Greenchef Non Stick Trio Pack : 3 Pieces,,,1399,
Borosil Microwave Safe Designer Glass Bowl - 430 ml : 4 Pieces,,,695,
Bergner Stone Plus Non Stick Cookware Set : 4 Pieces,,,4195,
Wonderchef Milano Set - Red : 4 Pieces,,,4200,
Wonderchef Bellagio Ceramic Non stick Cookware Set - Electric Blue : 4 Pieces,,,6000,
Borosil Festive Glory Non Stick Cookware Set - Pink : 4 Pieces,,,4090,
Bergner Aluminium Induction Base Cookware Set - Red : 4 Units,,,4895,
Wonderchef Evita Non-Stick Cookware Set : 3 Pieces,,,4000,
Borosil Festive Glory Non Stick Cookware Set - Blue : 3 Pieces,,,2940,
Bergner Aluminium Induction Base Cookware Set -Purple : 4 Units,,,4895,
Crystal Non-Stick Cookware Set - CNS 897 : 3 Pieces,,,3000,
Borosil Festive Glory Non Stick Cookware Set - Pink : 3 Pieces,,,2940,
Borosil Festive Glory Non Stick Cookware Set - Pink : 2 Pieces,,,2340,
Bergner Optimum Non Stick Cookware Set : 5 Pieces,,,5495,
Wonderchef Royal Velvet Plus Set - Purple : 4 Pieces,,,5000,
Macclite Non-Stick Aluminium Gift Set Duo Pack (Black) - 2 Pieces : 1 Unit,,,1499,
Wonderchef Blueberry Aluminium Non-Stick Cookware Set : 4 Pieces,,,4200,
Nidhi Omega Non Stick Set - Golden (Set Of 4) : 1 Unit,,,1690,
Bergner Bellini Marble Non Stick Cookware Set : 2 Pieces,,,2995,
Nidhi Non-Stick Spatter Cookware Set (Green) - 3 Pieces : 1 Unit,,,1350,
Anjali Non-Stick Handi Gift Set : 2 Pieces,,,1995,
Dine smart Stylon Melamine Dinner Set :  24 Pieces,,,1699,
La Opala W & L English Lavender Dinner Set (English Lavender) - 18 Pieces : 1 Unit,,,1950,
La Opala Novo Dinner Set : 10 Pieces,,,1175,
La Opala W & L Blissful Green Dinner Set (Blissful Green) - 18 Pieces : 1 Unit,,,1950,
La Opala W & L Radiant Curve Dinner Set (Radiant Curve) - 18 Pieces : 1 Unit,,,1950,
Joyo Home Wave Round Dinner Set : 6 Pieces,,,591,
La Opala W & L Petite Roses Dinner Set : 18 Pieces,,,1950,
Larah By Borosil Dinner Set (Thali Set) Classic - 18 Pieces : 1 Unit,,,2195,
La Opala W & L Trinity Green Dinner Set (Trinity Green) - 18 Pieces : 1 Unit,,,1950,
Larah By Borosil Dinner Set (Thali Set) Cripper - 18 Pieces : 1 Unit,,,2195,
Srithai Dinner Plate P6161-11 - Queen Diamond : 6 Pieces,,,1590,
Larah By Borosil Dinner Set (Thali Set) Verona - 18 Pieces : 1 Unit,,,2195,
Srithai Dinner Plate P6161-11 - Royal Opera : 6 Pieces,,,1590,
Steel Eco Thali Combo Set : 3 Pieces,,,199,
Veer Steel Promo Thali (13 Inches) : 1 Unit,,,220,
ALL Time Treats Plate - Custard White Soft Mint : 6 Piece,,,275,
Stainless Steel Gold PVD Coating Hammered  Thali (No.7) : 1 Unit,,,399,
Stainless Steel Baggy Plate : 1 Unit,,,109,
Stainless Steel Gold PVD Coating Round Thali (No.13) : 1 Unit,,,699,
Wood & Kemp Melamine Green Banana Leaf Thali - 12 Inches : 1 Unit,,,95,
Disposable Paper Plates - 7 Inches : Pack of 50,,,75,
Stainless Steel Gold PVD Coating Kids Thali : 23 cm,,,299,
Stainless Steel Gold PVD Coating Square Halwa Thali 10x5 cm : 1 Unit,,,199,
Stainless Steel Gold PVD Coating Small Square Thali 18x5 cm : 1 Unit,,,499,
Deepvansh Stainless Steel Snack Plate - 18 cm,,,,
Yera Dotted Glass Tumbler - 215 ml : 6 Pieces,,,230,
Yera Glass Tumbler Assorted - 250 ml : 6 Pieces,,,240,
Borosil Radius Glass (295 ml) - 6 Pieces : 1 Unit,,,675,
Sanjeev Kapoor Florence Water Glass Set - 270 ml : 6 Pieces,,,595,
Ocean Glass Plaza : 6 Pieces,,,820,
Sanjeev Kapoor Infinity Goblet Wine Glasses - 190 ml : 2 Piece,,,595,
Signoraware Illusion Borosilicate Glass Set : 6 Units,,,495,
Soogo Aria Juice Glass (230 ml) - Set Of 6 : 1 Unit,,,645,
Ocean Unity Glass (255 ml) - 6 Pieces : 1 Unit,,,615,
Soogo Navel Juice Mug (160 ml) - Set Of 6 : 1 Unit,,,495,
Pasabahce Pub Pilsner Glass (320 ml) - 2 Pieces : 1 Unit,,,300,320 ml
Deepvansh Stainless Steel Water/Juice Glass Set : 6 Pieces,,,650,
Sanjeev Kapoor Paris Crystal Whiskey Glass - 330 ml : 6 Pieces,,,845,
Stainless Steel Damru Glass - 320 ml : 3 Pieces,,,179,
Soogo Aria Whiskey Glass Set - 330 ml : 6 Piece,,,845,
Sanjeev Kapoor Paris Crystal Juice Glass - 230 ml : 6 Pieces,,,645,
Soogo Vogue Shot Glass Set - 50 ml :  6 Piece,,,245,
Borosil Vision Large Glass - 350 ml : 6 Pieces,,,595,
Sanjeev Kapoor Melbourne Rock Glass Set - 350 ml : Set of 6,,,845,
Borosil Lemon Jug Set 1 Litre Jug & 4 Glasses : 1 Set,,,1345,
ALL Time Treats Glass - Custard White Soft Mint (1.5 Litre) : 6 Piece,,,185,
Borosil Vision Medium Glass Set - 295 ml : 6 Pieces,,,525,
HAZEL Stainless Steel Lassi Glass - 750 ml : 1 Unit,,,359,
Borosil Glance-Vision Medium Glass - 295 ml : 6 Pieces,,,645,
Borosil Sintra-Vision Medium Glass - 295 ml : 6 Pieces,,,645,
Nakshatra Stainless Steel Hammered Glass - Set of 6 Pieces : 350ml,,,320,350 ml
La Opala Opal Novo Pudding Set : 7 Pieces,,,540,
Yera Glass Polaris Pudding Set - 7 Pieces : 1 Unit,,,440,
Gokul Steel Single Wall Ice-Cream Bowl & Spoon (Set of 6) : 1 Unit,,,559,
Sanjeev kapoor Lock & Lock Glassware Round Container - 400 ml : 1 Unit,Jars & Containers,container,199,
Borosil Mixing Glass Bowl With White Lid : Set of 3,,,1595,
Gokul Stainless Steel Lotus Flower Bowls & Tray : 5 Pieces,,,529,
All Time Plastic Classic Mixing Bowl With Lid : 4 Pieces,,,455,
Signoraware Glass Mixing Bowl Borosilicate - 3 Bowls : 1 Unit,,,1099,
Stainless Steel Gold PVD Coating Hammered Apple Halwa Wati : 1 Unit,,,158,
Sanjeev Kapoor Cocoon Stackable Bowl (160 ml) - Set Of 6 : 1 Unit,,,474,
Sanjeev Kapoor Titan Square Glass Baking Dish - 1 Litre : 1 Unit,,,595,
Stainless Steel Gold PVD Coating Hammered Matka Wati : 250 ml,,,198,250 ml
Dinewell Melamine Chip & Dip Serving Platter - Matte Black : 1 Unit,,,110,
Dinewell Melamine Leaf Small Serving Platter - Matte Black : 1 Unit,,,110,
SignoraWare Borosilicate Bake 'N' Serve Oval Dish: 700 ml,,,289,700 ml
Dinewell Melamine Barbecue Serving Platter - Matte Black : 1 Unit,,,110,
All Time Plastic Mixing Bowl - 22cm : 2.2 Litre,,,115,
Borosil Deep Rectangular Glass Dish : 1.5 Litres,,,775,
SignoraWare Delicious Borosilicate Glass Bowl -220ml: Set of 6,,,699,
Femora Borosilicate Microwave Glass Mixing Bowls (3 Pieces) : 1 Unit,,,1035,
Lucky Glass Glasso Mixing Bowl (Container) With Lid - 405 ml (2 Pieces) : 1 Unit,Jars & Containers,container,300,
SignoraWare Borosilicate Bake 'N' Serve Rectangular Dish: 1 L,,,475,
Indigo Metalware Stainless Steel Sauce Cup - Round (6 Piece) : 1 Unit,,,210,
Dinewell Melamine Curve Small Serving Bowl - Matte Black : 550 ml,,,110,550 ml
Yamasin Fantastic Snack Dish - Green : 25 cm,,,1195,
Stainless Steel Gold PVD Coating Square Wati 9x9 cm: 1 Unit,,,189,
All Time Fast Food Tray - Grey : 1 Unit,,,320,
Lucky Glass Dal Bowl (LG-221) - 180 ml - 6 Pieces) : 1 Unit,,,350,
Dinewell Melamine Elect Serving Platter - Assorted : 1 Unit,,,110,
Indigo Metalware Stainless Steel French Fry's Cup : 1 Unit,,,248,
Stainless Steel Gold PVD Coating Kids Wati : 1 Unit,,,108,
All Time Plastic Classic Mixing Bowl - 14 cm : 800 ml,,,60,800 ml
Dinewell Melamine Slanted Large Serving Bowl - Matte Black : 650 ml,,,110,650 ml
Borosil Rectangular Glass Dish With Green Lid : 2.6 Litres,,,1095,
HAZEL Stainless Steel Serving Tray Rectangle - 29.5x19x2 cm : 1 Unit,,,669,
Borosil Hydra Insulated Coffeemate Mug : 300 ml,,,845,300 ml
Nanobot Stainless Steel AKUA Water Bottle : 715 ml,,,329,715 ml
Cello Sportigo Water Bottle - Assorted Colours : 1 Litre,,,193,
Nayasa Turtle Plastic Bottle : 1 Litre,,,119,
Champ Stainless Steel Fridge Bottle : 1 Litre,,,280,
Borosil Stainless Steel Go Sport Water Bottle - Black : 900 ml,,,1155,900 ml
Plastic Woben Water Bottle - Assorted : 2 Litres,,,310,
Nanobot Stainless Steel AKUA Water Bottle : 540 ml,,,299,540 ml
Sanjeev Kapoor Quadro Glassware Fridge Water Jug (1.1 L) : 1 Unit,,,345,
Cello Diamond Plastic Bottle : 950 ml,,,139,950 ml
Borosil Stainless Steel Hydra Trek Bottle - Black : 700 ml,,,1055,700 ml
Borosil Stainless Steel Hydra Trek Bottle - Green : 700 ml,,,1055,700 ml
Borosil Stainless Steel Hydra Go Sports Bottle - Black : 600 ml,,,975,600 ml
Signoraware Oxy Stainless Steel Water Bottle : 1 L,,,389,
Signoraware Aqua Stainless Steel Water Bottle : 1 L,,,379,
Jolly Aqua Cool Water Bottle - Assorted : 1 Litre,,,50,
Milton Thermosteel Duo Deluxe Bottle (Silver) - 1 L : 1 Unit,,,1450,
Signoraware Aqua Star Borosilicate Glass Bottle - Multicolour : 750 ml,,,395,750 ml
Nouvetta Stainless Steel Bingo Double Wall Bottle  (Rose Gold) - 750 ml : 1 Unit,,,1395,
Jolly Enrich Plastic Water Bottle (Assorted) - 780 ml : 1 Unit,,,25,780 ml
Pinnacle Wave Hydration Bottle - Green : 1 Litre,,,640,
Plastic Tall Yao Water Bottle : 1 Litres,,,222,
Pinnacle Quench Hydration Bottle - Green : 700 ml,,,480,700 ml
Aura Water Bottle - Blue : 1 Litre,,,60,
Jolly Stay Cool Plastic Water Bottle (Assorted) - 500 ml : 1 Unit,,,25,500 ml
Nouvetta Stainless Steel Stella Double Wall Water Bottle : 750 ml,,,1295,750 ml
Borosil Roma Glass Bottle Wide Mouth Silver Lid : 1 Litre,,,595,
Aura Water Bottle - Grey : 1 Litre,,,60,
Signoraware Fliptop Aqua Water Bottle - Green (1 L) : 1 Unit,,,150,
Pinnacle Quench Hydration Bottle - Peach : 700 ml,,,480,700 ml
Pinnacle Wave Hydration Bottle - Black : 1 Litre,,,640,
