name,category,subcategory,mrp,dmart_price,unit
Scotch Brite Micro Fiber Polishing Wipe : 1 Unit,Uncategorized,,179.0,179.0,1 Unit
Gala Microfiber Multipurpose Cloth : 1 Unit,Clothing,cloth,140.0,140.0,1 Unit
Gala Laxmi Grass Broom : 1 Unit,Uncategorized,,205.0,205.0,1 Unit
Gala No-Dust Plastic Broom : 1 Unit,Uncategorized,,200.0,200.0,1 Unit
Gala Kingkong Grass Broom : 1 Unit,Uncategorized,,235.0,235.0,1 Unit
Reflect Grass Broom : 1 Unit,Uncategorized,,180.0,180.0,1 Unit
Gala No Dust Broom XL : 1 Unit,Uncategorized,,210.0,210.0,1 Unit
Reflect Non Dust Broom XL : 1 Unit,Uncategorized,,160.0,160.0,1 Unit
Scotch Brite No Dust Broom : 1 Unit,Uncategorized,,375.0,375.0,1 Unit
Naag Brand 505 Grass Broom : 1 Unit,Uncategorized,,165.0,165.0,1 Unit
Gala Chandra Kharata Broom : 1 Unit,Uncategorized,,125.0,125.0,1 Unit
Force 10 Kharata : 1 Unit,Uncategorized,,99.0,99.0,1 Unit
Gala No-Dust Acu Clean Plastic Broom : 1 Unit,Uncategorized,,225.0,225.0,1 Unit
Gala Extendable No Dust Broom 2 in 1 : 1 Unit,Uncategorized,,300.0,300.0,1 Unit
Gala Dust Pan - Medium : 1 Unit,Uncategorized,,90.0,90.0,1 Unit
Chakaachak Eazo Grass Broom- Meghalaya Grass : 1 Unit,Uncategorized,,115.0,115.0,1 Unit
Chakaachak No Dust Broom XL : 1 Unit,Uncategorized,,220.0,220.0,1 Unit
Joyo Ultimo Eco Plastic Broom (Kharata) : 1 Unit,Uncategorized,,119.0,119.0,1 Unit
Gala Modular No Dust Broom : 1 Unit,Uncategorized,,225.0,225.0,1 Unit
Beezy Stainless Steel Dust Pan : 1 Unit,Uncategorized,,168.0,168.0,1 Unit
Chakaachak Plastic Kharata For Superior Cleaning - Grey & Orange : 1 Unit,Cleaning Tools,cleaning,85.0,85.0,
Joyo Square Pedal Dust-Bin - Grey : 10 Litres,Uncategorized,,397.0,397.0,
Joyo Square Pedal Dust-Bin (Brown) - 10 L : 1 Unit,Uncategorized,,397.0,397.0,
Princeware Wave Round Plastic Pedal Dustbin - Green : 12 L,Uncategorized,,573.0,573.0,
Princeware Wave Round Plastic Pedal Dustbin - Pink : 12 L,Lighting & Electrical,pin,573.0,573.0,
Steel Mesh wire Dustbin : 1 Unit,Uncategorized,,275.0,275.0,1 Unit
Gala Quick Spin Mop : 1 Unit,Cleaning Tools,mop,1799.0,1799.0,1 Unit
Gala Double Lip Bathroom Wiper : 1 Unit,Cleaning Tools,wiper,245.0,245.0,1 Unit
Gala Turbo Spin Mop Set : 1 Unit,Cleaning Tools,mop,2500.0,2500.0,1 Unit
Gala Deck Mop With Handle : 1 Unit,Cleaning Tools,mop,200.0,200.0,1 Unit
Scotch-Brite Bathroom Squeegee - 99 cm X 30 cm : 1 Unit,Personal Care & Beauty,bath,450.0,450.0,1 Unit
D Homes Easy Spin Mop & Bucket - Assorted : 1 Unit,Cleaning Tools,mop,888.0,888.0,1 Unit
Gala Clip N Fit Cotton Mop : 1 Unit,Cleaning Tools,mop,460.0,460.0,1 Unit
Chakaachak Eco Spin Bucket Mop - Grey & Orange : 1 Unit,Cleaning Tools,mop,999.0,999.0,
Chakaachak Microfiber Twist Mop - Grey & Orange : 1 Unit,Cleaning Tools,mop,899.0,899.0,
Gala Microfiber Twist Mop : 1 Unit,Cleaning Tools,mop,715.0,715.0,1 Unit
Gala Spin Mop Rod Spare Rod : 1 Unit,Cleaning Tools,mop,399.0,399.0,1 Unit
Scotch Brite 2 in 1 Bucket Spin Mop - Green : 1 Unit,Cleaning Tools,mop,1800.0,1800.0,1 Unit
Gala Floor Wiper : 1 Unit,Cleaning Tools,wiper,255.0,255.0,1 Unit
Gala Clip N Fit Mop Refill : 1 Unit,Cleaning Tools,mop,215.0,215.0,1 Unit
Scotch-Brite Plastic Kitchen Wiper - Grey : 1 Unit,Cleaning Tools,wiper,170.0,170.0,1 Unit
Gala High Quality Quick-Spin Mop Refill : 1 Unit,Cleaning Tools,mop,265.0,265.0,1 Unit
Chakaachak Eazo Squeegee - Grey & Orange : 1 Unit,Uncategorized,,199.0,199.0,
Chakaachak Microfiber Superabsorbent Mop Grey & Orange : 1 Unit,Cleaning Tools,mop,699.0,699.0,1 Unit
Chakaachak Shine Floor Wiper - Grey & Orange : 1 Unit,Cleaning Tools,wiper,375.0,375.0,
Sparkmate By Crystal Strolley Steel Spin Mop & Bucket : 1 Unit,Cleaning Tools,mop,1499.0,1499.0,1 Unit
Gala Easy Twist Cotton Mop Blue : 1 Unit,Cleaning Tools,mop,610.0,610.0,1 Unit
Scotch Brite Floor Squeegee - 40 cms : 1 Unit,Uncategorized,,500.0,500.0,1 Unit
Chakaachak Microfiber Mop Refill : Pack of 3,Cleaning Tools,mop,349.0,349.0,
Sparkmate By Crystal Kitchen Squeezy Multipurpose Wiper : 1 Unit,Cleaning Tools,wiper,120.0,120.0,1 Unit
Gala Ezee Squeezee : 1 Unit,Uncategorized,,170.0,170.0,1 Unit
DHomes Floor Cleaning Easy Spin Mop & Bucket Set - Assorted : 1 Unit,Cleaning Tools,cleaning,1110.0,1110.0,1 Unit
D Homes Aqua Easy Clean Mop & Bucket Set - Assorted : 1 Unit,Cleaning Tools,mop,1550.0,1550.0,1 Unit
Spotzero Wheely Spin Bucket Mop - Aqua Green : 1 Unit,Cleaning Tools,mop,1650.0,1650.0,1 Unit
Scotch Brite Cotton Handle Mop : 1 Unit,Cleaning Tools,mop,450.0,450.0,1 Unit
Scotch Brite Butterfly Mop : 1 Unit,Cleaning Tools,mop,2000.0,2000.0,1 Unit
Gala Power Flat Floor Mop : 1 Unit,Cleaning Tools,mop,1199.0,1199.0,1 Unit
Gala Turbo Spin Mop Triangular Refill : 1 Unit,Cleaning Tools,mop,400.0,400.0,1 Unit
Sparkmate By Crystal Flexi 360 Degree Moppy ( Wiper ) : 1 Unit,Cleaning Tools,mop,175.0,175.0,1 Unit
Chakaachak Easy Drain Toilet Plunger - Grey : 1 Unit,Uncategorized,,75.0,75.0,
Gala Power Mop Refill : 1 Unit,Cleaning Tools,mop,485.0,485.0,1 Unit
Scotch-Brite Gloves (Size - M) : 1 Unit,Uncategorized,,130.0,130.0,1 Unit
Flocklined Household Gloves : 1 Unit,Uncategorized,,75.0,75.0,1 Unit
VAA 100% Cotton Kitchen Hand Gloves - Pink : 1 Unit,Lighting & Electrical,pin,150.0,150.0,
GM 4+1 Power Strip : 1 Unit,Uncategorized,,650.0,650.0,1 Unit
Geep Extreme 3 PIN Multi Plug Adapter : 1 Unit,Lighting & Electrical,adapter,205.0,205.0,1 Unit
GM 2 Pin Square Flex Box : 5 Metres,Lighting & Electrical,flex,431.0,431.0,5 Metre
Portronics Extension Power Plate 5 : 1 Unit,Uncategorized,,1299.0,1299.0,1 Unit
Geep G-Square Flex Box : 4 Metres,Lighting & Electrical,flex,360.0,360.0,4 Metre
Multipurpose Tailoring Sewing Kit (Big) : 1 Unit,Uncategorized,,110.0,110.0,1 Unit
Geep Modular Night Lamp : 1 Unit,Uncategorized,,170.0,170.0,1 Unit
Geep 4 Way Multi Plug Adapter : 1 Unit,Lighting & Electrical,adapter,349.0,349.0,1 Unit
Geep Power Bar 4+1 Power Strip : 2 Metre,Uncategorized,,450.0,450.0,1 Unit
Geep Power Line 4+4 Power Strip : 1.5 Metre,Uncategorized,,650.0,650.0,1 Unit
Portronics Konnect A Charging Cable : 1 Unit,Uncategorized,,599.0,599.0,1 Unit
D Homes Bicycle Multi Purpose Safety Cable Lock - 80 cm : 1 Unit,Uncategorized,,166.0,166.0,1 Unit
Multipurpose Buster Air Pump - 71 cm : 1 Unit,Uncategorized,,335.0,335.0,1 Unit
GM G-on Mini 2 Pin 2.5M Extension Cord - White : 1 Unit,Lighting & Electrical,pin,387.0,387.0,1 Unit
Godrej Locks - Nav-Tal 7 Levers (1 Lock & 4 Keys) : 1 Unit,Uncategorized,,860.0,860.0,1 Unit
Hosi Havey Duty Brass Lock - 50mm : 1 Unit,Uncategorized,,220.0,220.0,1 Unit
Goodyear Multi Screwdriver Set - 9 Pieces : 1 Unit,Uncategorized,,525.0,525.0,1 Unit
Godrej Locks - Navtal Ultra Xl+ (1 Lock & 4 Keys) : 1 Unit,Uncategorized,,990.0,990.0,1 Unit
GM 3 Pin Travel Universal Multi Plug Adapter - White : 1 Unit,Lighting & Electrical,adapter,390.0,390.0,1 Unit
Portronics Adapto One-Power Adapter : 1 Unit,Lighting & Electrical,adapter,699.0,699.0,1 Unit
Nippo 2 Pin Flex Box  : 4 Metres,Lighting & Electrical,flex,349.0,349.0,4 Metre
D Homes Multipurpose Cylinder Pad Lock - 50 mm : 1 Unit,Uncategorized,,110.0,110.0,1 Unit
Mobilla Portable Power Bank (MPOWER MAC-2 ) - Black : 1 Unit,Uncategorized,,3499.0,3499.0,1 Unit
Geep Micro USB High Speed Charging Cable (1 Metre) : 1 Unit,Uncategorized,,299.0,299.0,1 Unit
Godrej Locks - Nav-Tal 6 Levers (1 Lock & 3 Keys) : 1 Unit,Uncategorized,,499.0,499.0,1 Unit
GM Meridian 2 Pin 5 Meter Flex Box - Red : 1 Unit,Lighting & Electrical,flex,585.0,585.0,1 Unit
Portronics 20W Car Charger With Dual Output (PD+QC) - Black : 1 Unit,Uncategorized,,699.0,699.0,
GM G-Power 6+1 Spike Guard - White : 1 Unit,Uncategorized,,1020.0,1020.0,1 Unit
GM 16 AMP 3 Pin Multi Plug Adapter - White : 1 Unit,Lighting & Electrical,adapter,204.0,204.0,1 Unit
Goodyear D.O.E Spanner Set - 8 Pieces : 1 Unit,Uncategorized,,515.0,515.0,1 Unit
Link - 41 Power Strip,Uncategorized,,315.0,315.0,1 Unit
Portronics Adapto Iii Power Adapter : 1 Unit,Lighting & Electrical,adapter,599.0,599.0,1 Unit
Good Year 2 In 1 Adjustable Screwdriver : 1 Unit,Uncategorized,,220.0,220.0,1 Unit
Goodyear Combination Plier : 1 Unit,Uncategorized,,330.0,330.0,1 Unit
GM Cuba Power Strip USB Type C&A - Grey : 1 Unit,Uncategorized,,1099.0,1099.0,1 Unit
Portronics Smart Gadget Cleaning Kit - White : 1 Unit,Cleaning Tools,cleaning,1499.0,1499.0,
GM Cuba G-Hoop 4+1 Power Strip With USB - White : 1 Unit,Uncategorized,,1209.0,1209.0,1 Unit
Mobilla Mcharge (733) Travel Charger with Type-C Cable - White : 1 Unit,Uncategorized,,1399.0,1399.0,1 Unit
Goodyear Wire Stripper & Cutter : 1 Unit,Uncategorized,,80.0,80.0,1 Unit
Micro USB Charging Cable (1 Metre) : 1 Unit,Uncategorized,,249.0,249.0,1 Unit
Zebronics Car Charger - CC242A3 : 1 Unit,Uncategorized,,399.0,399.0,1 Unit
Mobilla Mcharge (735) Travel Charger - White : 1 Unit,Uncategorized,,1199.0,1199.0,1 Unit
Scotch Brite Lint Roller - White : 1 Unit,Uncategorized,,599.0,599.0,1 Unit
Agaro LR2007 Rechargeable Lint Remover : 1 Unit,Uncategorized,,1499.0,1499.0,1 Unit
Ugaoo Vermicompost Fertiliser For Plants: 5 kg,Gardening,plant,499.0,499.0,5 kg
Ugaoo Organic Potting Soil Mix For Plants: 5 kg,Gardening,plant,499.0,499.0,5 kg
Ugaoo Plant Food Fertilizer Green Sticks - All Plants: Pack Of 20,Gardening,plant,599.0,599.0,1 Unit
Ugaoo Organic Cow Dung Manure For Plants: 5 kg,Gardening,plant,499.0,499.0,5 kg
Ugaoo Pot-O-Mix Potting Soil For Plants: 5 kg,Gardening,plant,499.0,499.0,5 kg
Ugaoo Organic CocoPeat Brick Plant: 5 kg,Gardening,plant,499.0,499.0,5 kg
Ugaoo Organic Neem Cake Powder: 5 kg,Uncategorized,,599.0,599.0,5 kg
Ugaoo Marigold African Double Seeds: 1 gm,Gardening,seed,155.0,155.0,1 g
Ugaoo Cherry Tomato Seeds: 50 Seeds,Gardening,seed,175.0,175.0,
Ugaoo Coriander Vegetable Seeds: 6 g,Gardening,seed,145.0,145.0,6 g
Ugaoo Green Chilli Seed: 0.5 g,Gardening,seed,145.0,145.0,5 g
Ugaoo Fenugreek (Methi) Vegetable Seeds: 10 g,Gardening,seed,145.0,145.0,10 g
Plastic Spray Bottle : 550 ml,Uncategorized,,55.0,55.0,550 ml
Ratan Varli Planter With Plate - No.5 : 1 Unit,Gardening,plant,250.0,250.0,1 Unit
Ratan Varli Planter With Plate - No.4 : 1 Unit,Gardening,plant,200.0,200.0,1 Unit
Ratan Varli Planter With Plate - No.3 : 1 Unit,Gardening,plant,100.0,100.0,1 Unit
Rajesh Heritage Plastic Planter Pot - White : 1 Unit,Gardening,plant,299.0,299.0,
Rajesh Small Square Tulsi Pot - Brown : 1 Unit,Gardening,pot,120.0,120.0,
Hanging Hook Pot Planter - Assorted : 1 Unit,Gardening,plant,130.0,130.0,1 Unit
Rajesh Heritage Plastic Planter Pot - Brown : 1 Unit,Gardening,plant,299.0,299.0,
Rajesh Sterling Plastic Planter Pot (02) - White : 1 Unit,Gardening,plant,150.0,150.0,
Rajesh Heritage Plastic Planter Pot - Grey : 1 Unit,Gardening,plant,299.0,299.0,
Rajesh Sterling Plastic Planter Pot (03) - White : 1 Unit,Gardening,plant,200.0,200.0,
Rajesh Heritage Plastic Planter Pot - Black : 1 Unit,Gardening,plant,299.0,299.0,
Rajesh Sterling Plastic Planter Pot (02) - Black : 1 Unit,Gardening,plant,150.0,150.0,
Rajesh Sterling Plastic Planter Pot (03) - Black : 1 Unit,Gardening,plant,200.0,200.0,
Rajesh Cherry Plastic Planter Pot (02) - Blue : 1 Unit,Gardening,plant,70.0,70.0,
Rajesh Sterling Plastic Planter Pot (02) - Copper : 1 Unit,Gardening,plant,150.0,150.0,
Rajesh Sterling Plastic Planter Pot (03) - Copper : 1 Unit,Gardening,plant,200.0,200.0,
Krish Square Planter - 10 - Orange : 1 Unit,Gardening,plant,150.0,150.0,1 Unit
Krish Planter 110 - Purple : 1 Unit,Gardening,plant,150.0,150.0,1 Unit
Krish Square Planter - 10 - Blue : 1 Unit,Gardening,plant,150.0,150.0,1 Unit
Krish Planter 110 - Blue : 1 Unit,Gardening,plant,150.0,150.0,1 Unit
Ugaoo Aquasprout Premium Watering Can - Green: 5 L,Uncategorized,,499.0,499.0,
Metal Gardening Tool - 10 Inches : 3 Pieces,Gardening,garden,180.0,180.0,3 pc
Plastic Pressure Sprayer Bottle : 1.5 Litre,Uncategorized,,190.0,190.0,
Crompton Greaves Ecoglo B22 CDL White LED Bulb : 9 W,Lighting & Electrical,bulb,150.0,150.0,
Bajaj Ivora Plus Base B22 White LED Bulb : 9 Watts,Lighting & Electrical,bulb,145.0,145.0,
Philips White LED Bulb B22 6500K : 18 W,Lighting & Electrical,bulb,400.0,400.0,
Pigeon White LED Bulb : 9 W,Lighting & Electrical,bulb,159.0,159.0,
Eveready White LED Bulb B22 6500k : 18 W,Lighting & Electrical,bulb,325.0,325.0,
Nippo Spectra LED Bulb : 20 W,Lighting & Electrical,bulb,400.0,400.0,
Philips Stellar Bright White LED Bulb : 23 W,Lighting & Electrical,bulb,479.0,479.0,
Eveready Cool Day Light White LED B22 Bulb : 14 W,Lighting & Electrical,bulb,239.0,239.0,
Nippo White LED Bulb : 12 W,Lighting & Electrical,bulb,300.0,300.0,
Nippo Spectra LED Bulb : 15 W,Lighting & Electrical,bulb,325.0,325.0,
Crompton Greaves DynaRay LED Bulb B22 CDL : 7 W,Lighting & Electrical,bulb,140.0,140.0,
Nippo B22 LED Bulb : 9 W,Lighting & Electrical,bulb,160.0,160.0,
Philips Acesaver White LED Bulb : 9 W,Lighting & Electrical,bulb,155.0,155.0,
Eveready Cool Day Light White LED Bulb : 9 Watts,Lighting & Electrical,bulb,150.0,150.0,
Philips Emergency White LED Bulb : 10 Watts,Lighting & Electrical,bulb,599.0,599.0,
Philips Emergency Inverter White LED Bulb : 12 W,Lighting & Electrical,bulb,689.0,689.0,
D Homes Rechargeable LED Lantern For Table - 9864 LA : 1 Unit,Uncategorized,,666.0,666.0,1 Unit
D Homes Rechargeable Table Tube & White LED - KN9924LB : 1 Unit,Uncategorized,,170.0,170.0,1 Unit
D Homes Rechargeable Table Tube &  LED - KN9924LB : 1 Unit,Uncategorized,,222.0,222.0,1 Unit
Pigeon Emergency White LED Bulb : 9 W,Lighting & Electrical,bulb,549.0,549.0,
Geep Dewlike Table Lamp With Bulb : 3 W,Lighting & Electrical,bulb,1499.0,1499.0,1 Unit
Nippo Triton Rechargeable LED Torch - 1 W : 1 Unit,Uncategorized,,200.0,200.0,1 Unit
Geep Impetus Chargeable Lantern White & Blue : 1 Unit,Pet Supplies,pet,1499.0,1499.0,1 Unit
Nippo Rechargeable Emergency LED Bulb (9W ) : 1 Unit,Lighting & Electrical,bulb,599.0,599.0,
Nippo Radium Lite LED Torch - 0.5 W : 1 Unit,Uncategorized,,135.0,135.0,
Portronics Brillo 3-Led Lamp : 1 Unit,Uncategorized,,2499.0,2499.0,1 Unit
Syska Emergency White LED Bulb : 9 W,Lighting & Electrical,bulb,699.0,699.0,
Geep Flexible Desk Lamp : 1 Unit,Lighting & Electrical,flex,999.0,999.0,1 Unit
Philips Stellar Bright White T-Bulb : 18 W,Lighting & Electrical,bulb,500.0,500.0,
Philips Stellar Bright White LED T-Bulb : 10 W,Lighting & Electrical,bulb,299.0,299.0,
Bajaj Ivora Plus Base B22 White LED T-Bulb : 10 Watts,Lighting & Electrical,bulb,475.0,475.0,
Crompton Laser Ray Neo White LED Batten : 20 W,Uncategorized,,575.0,575.0,1 Unit
Philips Ujjwal White LED Batten : 20 W,Uncategorized,,500.0,500.0,
Pigeon White LED Tube Light : 20 W,Lighting & Electrical,light,645.0,645.0,
Desidiya 12 Decorative Diya Led Curtain String Lights - Warm White : 2.4 Metres,Lighting & Electrical,light,1999.0,1999.0,4 Metre
Desidiya Decorative LED Lights With Adapter - Multicolor : 40 metres,Lighting & Electrical,light,999.0,999.0,40 Metre
Desidiya 20 stars Decorative LED String Lights - Warm White (4W) : 4 Metres,Lighting & Electrical,light,1999.0,1999.0,4 Metre
Desidiya Fairy Curtain Light 300 LED With Remote - Warm White : 3 Metres,Lighting & Electrical,light,1999.0,1999.0,3 Metre
Desidiya Om Swastik LED String Lights - Warm White : 2.4 Metres,Lighting & Electrical,light,999.0,999.0,4 Metre
Desidiya Decorative Pixel Rice Light - White : 12 Metres,Lighting & Electrical,light,499.0,499.0,12 Metre
Decoration 50 LED Bulb Light : 1 U,Lighting & Electrical,bulb,190.0,190.0,1 Unit
Desidiya Decorative Pixel Rice Light - Warm White : 12 Metres,Lighting & Electrical,light,499.0,499.0,12 Metre
Desidiya Copper 100 LED Fairy String Light with USB Powered - Warm White : 10 Metres,Lighting & Electrical,light,999.0,999.0,10 Metre
Desidiya Decorative Pixel Rice Light - Pink : 12 Metres,Lighting & Electrical,light,499.0,499.0,12 Metre
Decoration 28 LED Bulb Light - Multi Colour : 1 Unit,Lighting & Electrical,bulb,170.0,170.0,1 Unit
Decoration 56 LED Bulb Light : 1 Unit,Lighting & Electrical,bulb,170.0,170.0,1 Unit
Philips LED Deco Mini White Lamp : 0.5 W,Uncategorized,,120.0,120.0,
Philips FlexiShine LED Rope Light (5 Metres) - Blue : 1 Unit,Lighting & Electrical,light,1999.0,1999.0,1 Unit
Ecolink by Philips NeoGlow Night Lamp : 0.5 W,Uncategorized,,125.0,125.0,
Philips White Candle LED Bulb : 0.5 W,Lighting & Electrical,bulb,99.0,99.0,
Eveready 1015 R6 AA Battery : 10 Units,Lighting & Electrical,battery,180.0,180.0,1 Unit
Eveready AAA 1012 Battery : 10 Units,Lighting & Electrical,battery,180.0,180.0,1 Unit
Duracell AA Battery : 6 Units,Lighting & Electrical,battery,300.0,300.0,6 Unit
Duracell AAA Batteries : 6 Units,Uncategorized,,300.0,300.0,1 Unit
Nippo 3D Gold AA Battery : 10 Units,Lighting & Electrical,battery,180.0,180.0,10 Unit
Nippo 4D Gold AAA Battery : 10 Units,Lighting & Electrical,battery,180.0,180.0,10 Unit
Panasonic Gold Plus AAA Batteries : 10 Pieces,Uncategorized,,180.0,180.0,10 Unit
Panasonic Gold Plus AA Batteries : 10 Pieces,Uncategorized,,180.0,180.0,10 Unit
Nippo Thor AAA Battery DIGI Alkaline : 10 Unit,Lighting & Electrical,battery,250.0,250.0,10 Unit
Nippo Thor AA Battery DIGI Alkaline : 10 Unit,Lighting & Electrical,battery,250.0,250.0,10 Unit
Nippo 3DG Gold AA Battery : 4 Units,Lighting & Electrical,battery,65.0,65.0,4 Unit
Nippo 4DG Gold AAA Battery : 4 Units,Lighting & Electrical,battery,65.0,65.0,4 Unit
Nippo Thor Digi Alkaline AAA Battery : 4 Units,Lighting & Electrical,battery,100.0,100.0,4 Unit
Nippo Thor Digi Alkaline AA Battery : 4 Units,Lighting & Electrical,battery,100.0,100.0,4 Unit
Pedigree Adult Dog Food - Chicken & Vegetables : 2.8 kgs,Pet Supplies,dog,655.0,655.0,8 kg
Pedigree Puppy Food - Chicken & Milk : 2.8 kgs,Uncategorized,,685.0,685.0,8 kg
Pedigree Adult Dog Food Chicken & Liver Chunks Flavour In Gravy : 70 gms,Pet Supplies,dog,40.0,40.0,70 g
Pedigree Adult Dog Food - Meat & Rice : 1 kgs,Pet Supplies,dog,269.0,269.0,1 kg
Pedigree Puppy Chicken Chunks Gravy Food : 70 gms,Uncategorized,,40.0,40.0,70 g
Joyo Knit Laundry Basket (Chocolate Dark Brown) - 56 Litres : 1 Unit,Uncategorized,,1370.0,1370.0,
Joyo Honey Comb Laundry Basket - Blue : 1 Unit,Uncategorized,,1355.0,1355.0,
Gimi Leo Steel Ironing Board : 1 Unit,Uncategorized,,2520.0,2520.0,1 Unit
Plastic Cloth Clips : Pack of 20,Clothing,cloth,88.0,88.0,1 Unit
Joyo Plastic Cane Laundry Basket (Dark Brown) - 52 Litres : 1 Unit,Uncategorized,,567.0,567.0,
Double R Bags Kids Toys Shelf Transparent Organiser - 26.7x26.7x 26.7 cm : 1 Unit,Home Utility & Organisers,organiser,250.0,250.0,
Joyo Plastic Cane Laundry Basket (Dark Grey) - 52 Litres : 1 Unit,Uncategorized,,567.0,567.0,
Double R Bags Foldable Socks Organiser With Lid - 43x31x26 cm : 1 Unit,Home Utility & Organisers,organiser,500.0,500.0,
Double R Bags Foldable Garment Drawer Organiser - 32x32x10 cm : 1 Unit,Home Utility & Organisers,organiser,300.0,300.0,
Double R Bags Large Foldable Cube Organiser - 33x33x33 cm : 1 Unit,Home Utility & Organisers,organiser,250.0,250.0,
Double R Bags Large Foldable Box & Drawer Organiser Set - 27.9x27.9x12.7 cm : 1 Unit,Home Utility & Organisers,organiser,200.0,200.0,
Double R Bags Large Foldable Storage Organiser - 42 x30x25 cm : 1 Unit,Home Utility & Organisers,organiser,750.0,750.0,
Ecosac Jeans & Trousers PVC Organiser - Black Piping : 37x20x28 cm,Home Utility & Organisers,organiser,599.0,599.0,
Ecosac Jeans & Trousers PVC Organiser - Grey Piping : 37x20x28 cm,Home Utility & Organisers,organiser,599.0,599.0,
Ecosac 4 Shelf Poly Canvas Hanging Wardrobe Organiser - Black : 65x25x15 cm,Home Utility & Organisers,organiser,999.0,999.0,
Ecosac Garment Storage Organiser - Grey : 49x39x33 cm,Home Utility & Organisers,organiser,1599.0,1599.0,
Cloth Drying Plastic Rope (Assorted) - 20 Metres : 1 Unit,Clothing,cloth,73.0,73.0,1 Unit
Cortina Hooking Cosmetic Organiser Bag - Peach : 1 Unit,Home Utility & Organisers,organiser,1449.0,1449.0,
Cortina Mobile Accessories Organiser Pouch - Grey & White :1 Unit,Home Utility & Organisers,organiser,1849.0,1849.0,
Double R Bags Toy Shelf Nursery Organiser - 24.9x24.9x24.9 cm : 1 Unit,Home Utility & Organisers,organiser,550.0,550.0,
Cortina Cosmetic Organiser Pouch - Apricot : 1 Unit,Home Utility & Organisers,organiser,1049.0,1049.0,
Ecosac Polyester Garment Pouch Organiser - Navy Blue : Set of 4,Home Utility & Organisers,organiser,799.0,799.0,
Ecosac Polyester Garment Pouch Organiser - Grey : Set of 4,Home Utility & Organisers,organiser,799.0,799.0,
Gebi Rope (Assorted) - 20 Metres  : 1 Unit,Uncategorized,,49.0,49.0,1 Unit
Ecosac Garment Storage Organiser - Navy Blue : 49x39x33 cm,Home Utility & Organisers,organiser,1599.0,1599.0,
Cortina Cosmetic Organiser Pouch - Baby Pink : 1 Unit,Home Utility & Organisers,organiser,1049.0,1049.0,
Cortina Mobile Accessories Organiser Bag - Black : 1 Unit,Home Utility & Organisers,organiser,1849.0,1849.0,
Cortina Mobile Accessories Organiser Pouch- Black & White :1 Unit,Home Utility & Organisers,organiser,1849.0,1849.0,
Cortina Mobile Accessories Organiser Bag - Navy Blue: 1 Unit,Home Utility & Organisers,organiser,1849.0,1849.0,
Flair Dual Carrying Multipurpose Storage Basket - Brown : 1 Unit,Home Utility & Organisers,storage,549.0,549.0,1 Unit
Flair Utility Multipurpose Basket With Lid (Medium) - Brown : 1 Unit,Home Utility & Organisers,utility,388.0,388.0,1 Unit
Cortina Cosmetic Organiser Pouch - Turquoise : 1 Unit,Home Utility & Organisers,organiser,1049.0,1049.0,
Cortina Travel Organiser Bag - Navy Blue : 1 Unit,Home Utility & Organisers,organiser,1849.0,1849.0,
Flair Utility Multipurpose Basket With Lid (Medium) - Grey : 1 Unit,Home Utility & Organisers,utility,388.0,388.0,1 Unit
Cortina Mobile Accessories Organiser Bag - Grey & White : 1 Unit,Home Utility & Organisers,organiser,1849.0,1849.0,
Cortina Travel Organiser Bag - Grey : 1 Unit,Home Utility & Organisers,organiser,1849.0,1849.0,
Joyo Plastic Rotating Multipurpose Corner Storage Rack - Grey : 1 Unit,Home Utility & Organisers,storage,2625.0,2625.0,1 Unit
Right Kitchen 3 layer vegetable trolley - 34.5X71X26 : 1 Unit,Bags & Accessories,trolley,800.0,800.0,1 Unit
Happy Family California Basket Set With Lid (Grey) : 3 Pieces,Uncategorized,,499.0,499.0,3 pc
Asian Multi Star Rectangular Basket With Lid (Pastel Blue) : 3 Piece,Uncategorized,,745.0,745.0,
Asian Multi Star Rectangular Basket With Lid - Pastel Pink : 4 Piece,Lighting & Electrical,pin,1179.0,1179.0,
Asian Multi Star Rectangular Basket With Lid - Pastel Blue : 4 Piece,Uncategorized,,1179.0,1179.0,
Asian Multi Star Rectangular Basket With Lid (Pastel Pink) : 3 Piece,Lighting & Electrical,pin,745.0,745.0,
Right Kitchen 3-Tier Service Trolley -38.5x68x60 cm : 1 Unit,Bags & Accessories,trolley,1510.0,1510.0,1 Unit
Gimi Cronos Plus Cloth Dryer - 166790 : 1 Unit,Clothing,cloth,3160.0,3160.0,1 Unit
Stainless Steel Hanger : 6 Pieces,Uncategorized,,260.0,260.0,1 Unit
D Homes Multi-Hanger Steel Cloth Stand : 1 Unit,Clothing,cloth,2800.0,2800.0,1 Unit
Gimi Terod Clothing Dryer Stand - Silver : 1 Unit,Clothing,cloth,3440.0,3440.0,1 Unit
Happy To Hang Supreme Hangers : 6 Pieces,Uncategorized,,149.0,149.0,6 pc
Happy Family Square Easy Cloth Drying- 20 Clips (Blue) : 1 Unit,Clothing,cloth,279.0,279.0,1 Unit
Happy Family Round Easy Dry (18 Hanger) - White & Green : 1 Unit,Uncategorized,,299.0,299.0,1 Unit
Happy Family Square Easy Dry - 32 Clips (Red) : 1 Unit,Uncategorized,,399.0,399.0,1 Unit
D Homes Multi-Hanger Cloth Rack - Assorted : 1 Unit,Home Utility & Organisers,rack,1900.0,1900.0,1 Unit
