product_id,title,brand,description,category_main,category_sub,price_mrp,price_selling,discount_percentage,discount_amount,quantity,unit,unit_price,stock_count,is_available,status,image_url,product_url,created_at,updated_at
,Blackout Window Curtain Plain - Beige : 112 x 150 cm,,,Bed & Bath,curtain,490.0,490.0,71.0,,,,,False,,,https://www.dmart.in/product/rich-drape-blackout-window-curtain-plain---beige-pwindowcurtain0rich45xx141022?selectedProd=1167529,,,0.0
,Blackout Window Curtain Plain - Grey : 112 x 150 cm,,,Bed & Bath,curtain,490.0,490.0,71.0,,,,,False,,,https://www.dmart.in/product/rich-drape-blackout-window-curtain-plain---grey-pwindowcurtain0rich47xx141022?selectedProd=1167530,,,0.0
,Cortina Daffodil Door Curtain - Coffee : 1 Unit,,,Bed & Bath,curtain,290.0,290.0,41.0,,,,,False,,,https://www.dmart.in/product/cortina-daffodil-door-curtain-coffee-pdoorcurtain0cort33xx161021?selectedProd=907519,,,0.0
,JBF HOMES Orchid 7 Feet Door Curtain - Blue : 213 x 117 cm,,,Bed & Bath,curtain,800.0,800.0,101.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-orchid-7-feet-door-curtain-blue-pdoorcurtain19xx190824?selectedProd=1613046,,,0.0
,JBF HOMES Flax 7 Feet Door Curtain - Aqua Blue : 213 x 117 cm,,,Bed & Bath,curtain,230.0,230.0,31.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-flax-7-feet-door-curtain-aqua-blue-pdoorcurtain7xx190824?selectedProd=1613034,,,0.0
,Shanplus Capricon Windows Curtain - Aqua : 112x150 cm,,,Bed & Bath,curtain,475.0,475.0,126.0,,,,,False,,,https://www.dmart.in/product/shanplus-capricon-windows-curtain-aqua-pwindowcurtain27xx190824?selectedProd=1617063,,,0.0
,JBF HOMES Jimmy 7 Feet Door Curtain - Brown : 213 x 117 cm,,,Bed & Bath,curtain,230.0,230.0,31.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-jimmy-7-feet-door-curtain-brown-pdoorcurtain4xx190824?selectedProd=1613031,,,0.0
,Shanplus Marigold Door Curtain - Grey : 112x210 cm,,,Bed & Bath,curtain,230.0,230.0,15.0,,,,,False,,,https://www.dmart.in/product/shanplus-marigold-door-curtain-grey-pdoorcurtain34xx190824?selectedProd=1617070,,,0.0
,Shanplus Jazz Windows Curtain - Grey : 112x150 cm,,,Bed & Bath,curtain,170.0,170.0,11.0,,,,,False,,,https://www.dmart.in/product/shanplus-jazz-windows-curtain-grey-pwindowcurtain41xx190824?selectedProd=1617077,,,0.0
,JBF HOMES Orchid 7 Feet Door Curtain - Cement : 213 x 117 cm,,,Clothing,men,800.0,800.0,101.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-orchid-7-feet-door-curtain-cement-pdoorcurtain20xx190824?selectedProd=1613047,,,0.0
,Shanplus Marigold Door Curtain - Coffee : 112x210 cm,,,Bed & Bath,curtain,230.0,230.0,15.0,,,,,False,,,https://www.dmart.in/product/shanplus-marigold-door-curtain-coffee-pdoorcurtain32xx190824?selectedProd=1617068,,,0.0
,Shanplus Marigold Windows Curtain - Coffee : 112x150 cm,,,Bed & Bath,curtain,170.0,170.0,11.0,,,,,False,,,https://www.dmart.in/product/shanplus-marigold-windows-curtain-coffee-pwindowcurtain31xx190824?selectedProd=1617067,,,0.0
,Shanplus Jazz Door Curtain - Grey : 112x210 cm,,,Bed & Bath,curtain,230.0,230.0,15.0,,,,,False,,,https://www.dmart.in/product/shanplus-jazz-door-curtain-grey-pdoorcurtain42xx190824?selectedProd=1617078,,,0.0
,JBF HOMES Blackout 5 Feet Window Curtain - Beige : 152 x 117 cm,,,Bed & Bath,curtain,470.0,470.0,71.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-blackout-5-feet-window-curtain-beige-pwindowcurtain26xx190824?selectedProd=1613053,,,0.0
,Shanplus Marigold Windows Curtain - Grey : 112x150 cm,,,Bed & Bath,curtain,170.0,170.0,11.0,,,,,False,,,https://www.dmart.in/product/shanplus-marigold-windows-curtain-grey-pwindowcurtain33xx190824?selectedProd=1617069,,,0.0
,JBF HOMES Cotton Rich 5 Feet Window Curtain - Grey : 152 x 117 cm,,,Bed & Bath,curtain,470.0,470.0,71.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-cotton-rich-5-feet-window-curtain-grey-pwindowcurtain21xx190824?selectedProd=1613048,,,0.0
,JBF HOMES Flax 7 Feet Door Curtain - Coffee : 213 x 117 cm,,,Bed & Bath,curtain,230.0,230.0,31.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-flax-7-feet-door-curtain-coffee-pdoorcurtain8xx190824?selectedProd=1613035,,,0.0
,Shanplus Jazz Door Curtain - Coffee : 112x210 cm,,,Bed & Bath,curtain,230.0,230.0,15.0,,,,,False,,,https://www.dmart.in/product/shanplus-jazz-door-curtain-coffee-pdoorcurtain40xx190824?selectedProd=1617076,,,0.0
,JBF HOMES Flax 5 Feet Window Curtain - Aqua Blue : 152 x 117 cm,,,Bed & Bath,curtain,195.0,195.0,26.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-flax-5-feet-window-curtain-aqua-blue-pwindowcurtain5xx190824?selectedProd=1613032,,,0.0
,JBF HOMES Cotton Rich 7 Feet Door Curtain - Grey : 213 x 117 cm,,,Bed & Bath,curtain,585.0,585.0,86.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-cotton-rich-7-feet-door-curtain-grey-pdoorcurtain23xx190824?selectedProd=1613050,,,0.0
,Shanplus Bliss Door Curtain - Green : 112x210 cm,,,Bed & Bath,curtain,230.0,230.0,15.0,,,,,False,,,https://www.dmart.in/product/shanplus-bliss-door-curtain-green-pdoorcurtain38xx190824?selectedProd=1617074,,,0.0
,Blackout Door Curtain Plain - Coffee : 112 cm X 210 cm,,,Bed & Bath,curtain,590.0,590.0,91.0,,,,,False,,,https://www.dmart.in/product/rich-drape-blackout-door-curtain-plain---coffee-pdoorcurtain0rich19xx141022?selectedProd=1167531,,,0.0
,JBF HOMES Orchid 5 Feet Window Curtain - Cement : 152 x 117 cm,,,Clothing,men,690.0,690.0,91.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-orchid-5-feet-window-curtain-cement-pwindowcurtain18xx190824?selectedProd=1613045,,,0.0
,JBF HOMES Jimmy 5 Feet Window Curtain - Brown : 152 x 117 cm,,,Bed & Bath,curtain,195.0,195.0,26.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-jimmy-5-feet-window-curtain-brown-pwindowcurtain2xx190824?selectedProd=1613029,,,0.0
,JBF HOMES Crown 7 Feet Door Curtain - Aqua Blue : 213 x 117 cm,,,Bed & Bath,curtain,400.0,400.0,51.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-crown-7-feet-door-curtain-aqua-blue-pdoorcurtain11xx190824?selectedProd=1613038,,,0.0
,Cortina Daffodil Window Curtain - Coffee : 1 Unit,,,Bed & Bath,curtain,230.0,230.0,31.0,,,,,False,,,https://www.dmart.in/product/cortina-daffodil-wind-curtain-coffee-pwindowcurtain0cort31xx161021?selectedProd=907518,,,0.0
,Cortina Pearl Door Curtain - Coffee : 1 Unit,,,Bed & Bath,curtain,275.0,275.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-pearl-door-curtain-coffee-pdoorcurtain0cort49xx161021?selectedProd=907527,,,0.0
,Shanplus Bliss Windows Curtain - Coffee : 112x150 cm,,,Bed & Bath,curtain,170.0,170.0,11.0,,,,,False,,,https://www.dmart.in/product/shanplus-bliss-windows-curtain-coffee-pwindowcurtain35xx190824?selectedProd=1617071,,,0.0
,Shanplus Jazz Windows Curtain - Coffee : 112x150 cm,,,Bed & Bath,curtain,170.0,170.0,11.0,,,,,False,,,https://www.dmart.in/product/shanplus-jazz-windows-curtain-coffee-pwindowcurtain39xx190824?selectedProd=1617075,,,0.0
,JBF HOMES Crown 7 Feet Door Curtain - Coffee : 213 x 117 cm,,,Bed & Bath,curtain,400.0,400.0,51.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-crown-7-feet-door-curtain-coffee-pdoorcurtain12xx190824?selectedProd=1613039,,,0.0
,JBF HOMES Polo 5 Feet Window Curtain - Camel : 152 x 117 cm,,,Bed & Bath,curtain,285.0,285.0,36.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-polo-5-feet-window-curtain-camel-pwindowcurtain13xx190824?selectedProd=1613040,,,0.0
,JBF HOMES Flax 5 Feet Window Curtain - Coffee : 152 x 117 cm,,,Bed & Bath,curtain,195.0,195.0,26.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-flax-5-feet-window-curtain-coffee-pwindowcurtain6xx190824?selectedProd=1613033,,,0.0
,Shanplus Bliss Door Curtain - Coffee : 112x210 cm,,,Bed & Bath,curtain,230.0,230.0,15.0,,,,,False,,,https://www.dmart.in/product/shanplus-bliss-door-curtain-coffee-pdoorcurtain36xx190824?selectedProd=1617072,,,0.0
,Cortina Crystal Window Curtain - Aqua : 1 Unit,,,Bed & Bath,curtain,175.0,175.0,26.0,,,,,False,,,https://www.dmart.in/product/cortina-crystal-wind-curtain-aqua-pwindowcurtain0cort35xx161021?selectedProd=907520,,,0.0
,JBF HOMES Crown 5 Feet Window Curtain - Coffee : 152 x 117 cm,,,Bed & Bath,curtain,345.0,345.0,46.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-crown-5-feet-window-curtain-coffee-pwindowcurtain10xx190824?selectedProd=1613037,,,0.0
,JBF HOMES Crown 5 Feet Window Curtain - Aqua Blue : 152 x 117 cm,,,Bed & Bath,curtain,345.0,345.0,46.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-crown-5-feet-window-curtain-aqua-blue-pwindowcurtain9xx190824?selectedProd=1613036,,,0.0
,Shanplus Bliss Windows Curtain - Green : 112x150 cm,,,Bed & Bath,curtain,170.0,170.0,11.0,,,,,False,,,https://www.dmart.in/product/shanplus-bliss-windows-curtain-green-pwindowcurtain37xx190824?selectedProd=1617073,,,0.0
,Sunstar Window Curtain Abstract - Gold : 112 cm X 150 cm,,,Bed & Bath,curtain,350.0,350.0,51.0,,,,,False,,,https://www.dmart.in/product/rich-drape-sunstar-window-curtain-abstract---gold-pwindowcurtain0rich39xx141022?selectedProd=1167523,,,0.0
,Cortina Stripe Door Curtain - Coffee : 1 Unit,,,Bed & Bath,curtain,275.0,275.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-stripe-door-curtain-coffee-pdoorcurtain0cort65xx161021?selectedProd=907535,,,0.0
,Cortina Crystal Window Curtain - Coffee : 1 Unit,,,Bed & Bath,curtain,175.0,175.0,26.0,,,,,False,,,https://www.dmart.in/product/cortina-crystal-wind-curtain-coffee-pwindowcurtain0cort43xx161021?selectedProd=907524,,,0.0
,Cortina Daffodil Door Curtain - Blue : 1 Unit,,,Bed & Bath,curtain,290.0,290.0,41.0,,,,,False,,,https://www.dmart.in/product/cortina-daffodil-door-curtain-blue-pdoorcurtain0cort25xx161021?selectedProd=907515,,,0.0
,Zircon Door Curtain Damask - Gold : 112 cm X 210 cm,,,Bed & Bath,curtain,700.0,700.0,101.0,,,,,False,,,https://www.dmart.in/product/rich-drape-zircon-door-curtain-damask---gold-pdoorcurtain0rich9xx141022?selectedProd=1167520,,,0.0
,Sunstar Door Curtain Abstract - Grey : 112 cm X 210 cm,,,Bed & Bath,curtain,400.0,400.0,51.0,,,,,False,,,https://www.dmart.in/product/rich-drape-sunstar-door-curtain-abstract---grey-pdoorcurtain0rich17xx141022?selectedProd=1167527,,,0.0
,JBF HOMES Cotton Rich 7 Feet Door Curtain - Beige : 213 x 117 cm,,,Bed & Bath,curtain,585.0,585.0,86.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-cotton-rich-7-feet-door-curtain-beige-pdoorcurtain24xx190824?selectedProd=1613051,,,0.0
,Cortina Daffodil Window Curtain - Maroon : 1 Unit,,,Bed & Bath,curtain,230.0,230.0,31.0,,,,,False,,,https://www.dmart.in/product/cortina-daffodil-wind-curtain-maroon-pwindowcurtain0cort27xx161021?selectedProd=907516,,,0.0
,Cortina Pearl Window Curtain - Coffee : 1 Unit,,,Bed & Bath,curtain,225.0,225.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-pearl-wind-curtain-coffee-pwindowcurtain0cort47xx161021?selectedProd=907526,,,0.0
,Cortina Stripe Window Curtain - Coffee : 1 Unit,,,Bed & Bath,curtain,225.0,225.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-stripe-wind-curtain-coffee-pwindowcurtain0cort63xx161021?selectedProd=907534,,,0.0
,Sunstar Door Curtain Abstract - Gold : 112 cm X 210 cm,,,Bed & Bath,curtain,400.0,400.0,51.0,,,,,False,,,https://www.dmart.in/product/rich-drape-sunstar-door-curtain-abstract---gold-pdoorcurtain0rich15xx141022?selectedProd=1167526,,,0.0
,Cortina Stripe Window Curtain - Blue : 1 Unit,,,Bed & Bath,curtain,225.0,225.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-stripe-wind-curtain-blue-pwindowcurtain0cort55xx161021?selectedProd=907530,,,0.0
,Cortina Crystal Door Curtain - Coffee : 1 Unit,,,Bed & Bath,curtain,230.0,230.0,31.0,,,,,False,,,https://www.dmart.in/product/cortina-crystal-door-curtain-coffee-pdoorcurtain0cort45xx161021?selectedProd=907525,,,0.0
,Cortina Stripe Door Curtain - Blue : 1 Unit,,,Bed & Bath,curtain,275.0,275.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-stripe-door-curtain-blue-pdoorcurtain0cort57xx161021?selectedProd=907531,,,0.0
,Cortina Crystal Window Curtain - Maroon : 1 Unit,,,Bed & Bath,curtain,175.0,175.0,26.0,,,,,False,,,https://www.dmart.in/product/cortina-crystal-wind-curtain-maroon-pwindowcurtain0cort39xx161021?selectedProd=907522,,,0.0
,JBF HOMES Cotton Rich 5 Feet Window Curtain - Beige : 152 x 117 cm,,,Bed & Bath,curtain,470.0,470.0,71.0,,,,,False,,,https://www.dmart.in/product/jbf-homes-cotton-rich-5-feet-window-curtain-beige-pwindowcurtain22xx190824?selectedProd=1613049,,,0.0
,Cortina ABST Window Curtain - Blue : 1 Unit,,,Bed & Bath,curtain,225.0,225.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-abst-wind-curtain-blue-pwindowcurtain0067xx161021?selectedProd=907536,,,0.0
,Cortina Crystal Door Curtain - Maroon : 1 Unit,,,Bed & Bath,curtain,230.0,230.0,31.0,,,,,False,,,https://www.dmart.in/product/cortina-crystal-door-curtain-maroon-pdoorcurtain0cort41xx161021?selectedProd=907523,,,0.0
,Cortina Pearl Window Curtain - Maroon : 1 Unit,,,Bed & Bath,curtain,225.0,225.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-pearl-wind-curtain-maroon-pwindowcurtain0cort51xx161021?selectedProd=907528,,,0.0
,Decorous Door Curtain Abstract - Sea Green : 112 cm X 210 cm,,,Home Decor,decor,960.0,960.0,141.0,,,,,False,,,https://www.dmart.in/product/rich-drape-decorous-door-curtain-abstract---sea-green-pdoorcurtain0rich1xx141022?selectedProd=1167513,,,0.0
,Cortina ABST Door Curtain - Blue : 1 Unit,,,Bed & Bath,curtain,275.0,275.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-abst-door-curtain-blue-pdoorcurtain0069xx161021?selectedProd=907537,,,0.0
,Cortina ABST Door Curtain - Maroon : 1 Unit,,,Bed & Bath,curtain,275.0,275.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-abst-door-curtain-maroon-pdoorcurtain0073xx161021?selectedProd=907539,,,0.0
,Decorous Window Curtain Abstract - Coffee : 112 x 150 cm,,,Home Decor,decor,800.0,800.0,251.0,,,,,False,,,https://www.dmart.in/product/rich-drape-decorous-window-curtain-abstract---coffee-pwindowcurtain0rich29xx141022?selectedProd=1167512,,,0.0
,Zircon Door Curtain Damask - Coffee : 112 cm X 210 cm,,,Bed & Bath,curtain,700.0,700.0,101.0,,,,,False,,,https://www.dmart.in/product/rich-drape-zircon-door-curtain-damask---coffee-pdoorcurtain0rich7xx141022?selectedProd=1167519,,,0.0
,Cortina Stripe Door Curtain - Maroon : 1 Unit,,,Bed & Bath,curtain,275.0,275.0,50.0,,,,,False,,,https://www.dmart.in/product/cortina-stripe-door-curtain-maroon-pdoorcurtain0cort61xx161021?selectedProd=907533,,,0.0
,Decorous Door Curtain Abstract - Coffee : 112 cm X 210 cm,,,Home Decor,decor,960.0,960.0,261.0,,,,,False,,,https://www.dmart.in/product/rich-drape-decorous-door-curtain-abstract---coffee-pdoorcurtain0rich5xx141022?selectedProd=1167515,,,0.0
,Decorous Door Curtain Abstract - Grey : 112 cm X 210 cm,,,Home Decor,decor,960.0,960.0,261.0,,,,,False,,,https://www.dmart.in/product/rich-drape-decorous-door-curtain-abstract---grey-pdoorcurtain0rich3xx141022?selectedProd=1167514,,,0.0
,Cortina 3 Seater Geometric Sofa Cover (110-220 cm) - Dark Grey : 1 Unit,,,Uncategorized,,2999.0,2999.0,1910.0,,,,,False,,,https://www.dmart.in/product/cortina-3-seater-geometric-sofa-cover-(185-230-cm)---dark-grey-pcushions0cort35xx200223?selectedProd=1238024,,,0.0
,MHF Sofa Slip Cover Florida - Grey : 6 Units,,,Uncategorized,,1400.0,1400.0,401.0,,,,,False,,,https://www.dmart.in/product/-mhf-sofa-slip-cover-florida---grey-pcushions0mhf15xx30523?selectedProd=1244016,,,0.0
,Cortina 3 Seater Jacquard Sofa Cover (185-230 cm) : Brown,,,Uncategorized,,1699.0,1699.0,800.0,,,,,False,,,https://www.dmart.in/product/cortina-3-seater-jacquard-sofa-cover-(185-230-cm)-brown-pcushions0cort1xx240222?selectedProd=989005,,,0.0
,Cortina 3 Seater Jacquard Sofa Cover (185-230 cm) : Navy Blue,,,Uncategorized,,1699.0,1699.0,800.0,,,,,False,,,https://www.dmart.in/product/cortina-3-seater-jacquard-sofa-cover-(185-230-cm)-navy-blue-pcushions0cort7xx240222?selectedProd=989008,,,0.0
,MHF Sofa Slip Cover Cloud Aqua - Aqua : 6 Units,,,Uncategorized,,1349.0,1349.0,350.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-cloud-aqua---aqua-pcushions0mani31xx011021?selectedProd=913002,,,0.0
,MHF Sofa Slip Cover Paradise - Brown : 6 Units,,,Uncategorized,,1500.0,1500.0,301.0,,,,,False,,,https://www.dmart.in/product/-mhf-sofa-slip-cover-paradise---brown-pcushions0mhf17xx30523?selectedProd=1244017,,,0.0
,MHF Sofa Slip Cover Florida - Mustard : 6 Units,,,Uncategorized,,1350.0,1350.0,251.0,,,,,False,,,https://www.dmart.in/product/-mhf-sofa-slip-cover-florida---mustard-pcushions0mhf9xx30523?selectedProd=1244013,,,0.0
,Cortina 3 Seater Abstract Sofa Cover (185-230 cm) - Multicolour : 1 Unit,,,Uncategorized,,2999.0,2999.0,1910.0,,,,,False,,,https://www.dmart.in/product/cortina-3-seater-abstract-sofa-cover-(185-230-cm)---multicolour-pcushions0cort23xx200223?selectedProd=1238018,,,0.0
,MHF Sofa Slip Cover Tohfa - Grey : 6 Units,,,Uncategorized,,1450.0,1450.0,551.0,,,,,False,,,https://www.dmart.in/product/-mhf-sofa-slip-cover-tohfa---grey-pcushions0mhf11xx30523?selectedProd=1244014,,,0.0
,MHF Sofa Slip Cover Denver 02 - Silver : 6 units,,,Uncategorized,,700.0,700.0,201.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-denver-02---silver-pcushions0mani17xx21123?selectedProd=903006,,,0.0
,MHF Sofa Slip Cover Cloud Coffee - Coffee : 6 Units,,,Uncategorized,,1349.0,1349.0,350.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-cloud-coffee---coffee-pcushions0mani33xx011021?selectedProd=913003,,,0.0
,Cortina 1 Seater Jacquard Sofa Cover (90-145 cm) : Brown,,,Uncategorized,,1299.0,1299.0,700.0,,,,,False,,,https://www.dmart.in/product/cortina-1-seater-jacquard-sofa-cover-(90-145-cm)-brown-pcushions0cort5xx240222?selectedProd=989007,,,0.0
,MHF Grace Velvet Diwan Cover Set - Maroon : 6 Units,,,Uncategorized,,950.0,950.0,351.0,,,,,False,,,https://www.dmart.in/product/mhf-grace-velvet-diwan-cover-set---maroon-psinglebedsheet0mhf25xx30523?selectedProd=1244021,,,0.0
,MHF Sofa Slip Cover Ciaz - Wine : 6 Units,,,Uncategorized,,1350.0,1350.0,551.0,,,,,False,,,https://www.dmart.in/product/-mhf-sofa-slip-cover-ciaz---wine-pcushions0mhf3xx30523?selectedProd=1244010,,,0.0
,MHF Sofa Slip Cover Cloud Navy Blue - Navy Blue : 6 Units,,,Uncategorized,,1349.0,1349.0,450.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-cloud-navy-blue---navy-blue-pcushions0mani35xx011021?selectedProd=913004,,,0.0
,Cortina 3 Seater Jacquard Sofa Cover (185-230 cm) : Beige,,,Uncategorized,,1299.0,1299.0,150.0,,,,,False,,,https://www.dmart.in/product/cortina-3-seater-jacquard-sofa-cover-(185-230-cm)-beige-pcushions0cort13xx240222?selectedProd=989011,,,0.0
,MHF Sofa Slip Cover Desire 02 - Camel : 6 units,,,Uncategorized,,825.0,825.0,226.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-desire-02---camel-pcushions0mani31xx21123?selectedProd=903013,,,0.0
,MHF Sofa Slip Cover Cotton Embose 14 - Coffee : 6 units,,,Uncategorized,,825.0,825.0,376.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-cotton-embose-14---coffee-pcushions0mani27xx21123?selectedProd=903011,,,0.0
,Cortina 3 Seater Striped Sofa Cover (185-230 cm) - Grey : 1 Unit,,,Uncategorized,,2999.0,2999.0,1910.0,,,,,False,,,https://www.dmart.in/product/cortina-3-seater-striped-sofa-cover-(185-230-cm)---grey-pcushions0cort29xx200223?selectedProd=1238021,,,0.0
,Cortina 1 Seater Geometric Sofa Cover (90-145 cm) - Dark Grey : 1 Unit,,,Uncategorized,,1999.0,1999.0,1400.0,,,,,False,,,https://www.dmart.in/product/cortina-1-seater-geometric-sofa-cover-(90-145-cm)---dark-grey-pcushions0cort31xx200223?selectedProd=1238022,,,0.0
,MHF Sofa Slip Cover Sunshine 02 - Multicolor : 6 Units,,,Uncategorized,,625.0,625.0,200.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-sunshine-02---multicolor-pcushions0mani15xx21123?selectedProd=903005,,,0.0
,Cortina 2 Seater Abstract Sofa Cover (145-185 cm) - Multicolour : 1 Unit,,,Uncategorized,,2499.0,2499.0,1584.0,,,,,False,,,https://www.dmart.in/product/cortina-2-seater-abstract-sofa-cover-(145-185-cm)---multicolour-pcushions0cort21xx200223?selectedProd=1238017,,,0.0
,MHF Sofa Slip Cover Galaxy 02 - White : 6 units,,,Uncategorized,,625.0,625.0,200.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-galaxy-02---white-pcushions0mani7xx21123?selectedProd=903001,,,0.0
,Cortina 2 Seater Jacquard Sofa Cover (145-185 cm) : Brown,,,Uncategorized,,1499.0,1499.0,700.0,,,,,False,,,https://www.dmart.in/product/cortina-2-seater-jacquard-sofa-cover-(145-185-cm)-brown-pcushions0cort3xx240222?selectedProd=989006,,,0.0
,MHF Sofa Slip Cover Galaxy 05 - White : 6 units,,,Uncategorized,,625.0,625.0,226.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-galaxy-05---white-pcushions0mani11xx21123?selectedProd=903003,,,0.0
,MHF Sofa Slip Cover Venus - Wine : 6 Units,,,Uncategorized,,1400.0,1400.0,601.0,,,,,False,,,https://www.dmart.in/product/-mhf-sofa-slip-cover-venus---wine-pcushions0mhf19xx30523?selectedProd=1244018,,,0.0
,MHF Sofa Slip Cover Cotton Embose 11 - Beige : 6 units,,,Uncategorized,,825.0,825.0,376.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-cotton-embose-11---beige-pcushions0mani25xx21123?selectedProd=903010,,,0.0
,Cortina 1 Seater Jacquard Sofa Cover (90-145 cm) : Navy Blue,,,Uncategorized,,1299.0,1299.0,600.0,,,,,False,,,https://www.dmart.in/product/cortina-1-seater-jacquard-sofa-cover-(90-145-cm)-navy-blue-pcushions0cort11xx240222?selectedProd=989010,,,0.0
,MHF Sofa Slip Cover Pile Border 01 - Multicolor : 6 units,,,Uncategorized,,700.0,700.0,201.0,,,,,False,,,https://www.dmart.in/product/mhf-sofa-slip-cover-pile-border-01---multicolor-pcushions0mani21xx21123?selectedProd=903008,,,0.0
,Cortina 1 Seater Abstract Sofa Cover (90-145 cm) - Multicolour : 1 Unit,,,Uncategorized,,1999.0,1999.0,1400.0,,,,,False,,,https://www.dmart.in/product/cortina-1-seater-abstract-sofa-cover-(90-145-cm)---multicolour-pcushions0cort19xx200223?selectedProd=1238016,,,0.0
,Cortina 2 Seater Striped Sofa Cover (145-185 cm) - Grey : 1 Unit,,,Uncategorized,,2499.0,2499.0,1800.0,,,,,False,,,https://www.dmart.in/product/cortina-2-seater-striped-sofa-cover-(145-185-cm)---grey-pcushions0cort27xx200223?selectedProd=1238020,,,0.0
,Cortina 2 Seater Jacquard Sofa Cover (145-185 cm) : Navy Blue,,,Uncategorized,,1499.0,1499.0,800.0,,,,,False,,,https://www.dmart.in/product/cortina-2-seater-jacquard-sofa-cover-(145-185-cm)-navy-blue-pcushions0cort9xx240222?selectedProd=989009,,,0.0
,Cortina 2 Seater Jacquard Sofa Cover (145-185 cm) : Beige,,,Uncategorized,,1499.0,1499.0,700.0,,,,,False,,,https://www.dmart.in/product/cortina-2-seater-jacquard-sofa-cover-(145-185-cm)-beige-pcushions0cort15xx240222?selectedProd=989012,,,0.0
,Cortina 1 Seater Striped Sofa Cover (90-145 cm) - Grey : 1 Unit,,,Uncategorized,,1999.0,1999.0,1400.0,,,,,False,,,https://www.dmart.in/product/cortina-1-seater-striped-sofa-cover-(90-145-cm)---grey-pcushions0cort25xx200223?selectedProd=1238019,,,0.0
,Cortina 1 Seater Jacquard Sofa Cover (90-145 cm) : Beige,,,Uncategorized,,1299.0,1299.0,450.0,,,,,False,,,https://www.dmart.in/product/cortina-1-seater-jacquard-sofa-cover-(90-145-cm)-beige-pcushions0cort17xx240222?selectedProd=989013,,,0.0
,Cortina Polyester Dining Chair Cover Abstract - Orange & Black : 1 Unit,,,Personal Care & Beauty,hair,399.0,399.0,200.0,,,,,False,,,https://www.dmart.in/product/cortina-polyester-dining-chair-cover-abstract---orange---black-pcushions0cort9xx200223?selectedProd=1238011,,,0.0
,Cortina Dining Chair Cover Jacquard - Coffee : 1 Unit,,,Personal Care & Beauty,hair,399.0,399.0,200.0,,,,,False,,,https://www.dmart.in/product/cortina-elastic-chair-cover---jacquard-pcushions0cort1xx230222?selectedProd=989001,,,0.0
,EVA Table Runner (45 x 150 cm) : 1 Unit,,,Uncategorized,,145.0,145.0,16.0,,,,,False,,,https://www.dmart.in/product/eva-table-runner-(45-x-150-cm)--pfloormats003xx290823?selectedProd=1145685,,,0.0
,VAA Vinyl Blossom Dining Table Cover 6 Seater (1.32x2.02 metres) - Gold : 1 Unit,,,Home Decor,dining,800.0,800.0,301.0,,,,,False,,,https://www.dmart.in/product/vaa-vinyl-blossom-dining-table-cover-6-seater-phandtowel0vaa13xx101123?selectedProd=1414509,,,0.0
,VAA Dining Table Cover With White Lace - 4 Seater (40x60 Inches) Transparent : 1 Unit,,,Home Decor,dining,450.0,450.0,201.0,,,,,False,,,https://www.dmart.in/product/vaa--dining-table-transparent-cover-with-white-lace-4-seater-phandtowel0vaa21xx101123?selectedProd=1414513,,,0.0
