Title,Category,Subcategory,MRP,DMart Price,Discount,Quantity,Unit Price,Product URL,Is DMart Exclusive
Plum Saffron & Kumkumadi Oil Glow Bright Moisturizer : 50 gms,Uncategorized,,399.0,399.0,40.0,50 g,7.18,./personalcarebeauty_files/JUL140005123xx28JUL23_5_P.jpg,False
Dot & Key 72HR Hydrating Gel + Probiotics : 60 ml,Uncategorized,,495.0,495.0,149.0,60 ml,5.77,./personalcarebeauty_files/OCT140005237xx12OCT23_5_P.jpg,False
Lotus Herbals Youthrx Anti-Ageing Nourishing Night Creme : 50 gms,Uncategorized,,790.0,790.0,277.0,50 g,10.26,./personalcarebeauty_files/JUN140003442xx24JUN22_5_P.jpg,False
Simple Hydrating Light Moisturiser : 125 ml,Lighting & Electrical,light,465.0,465.0,66.0,125 ml,3.19,./personalcarebeauty_files/FEB140004550xx22FEB23_5_P.jpg,False
Dr. Rashel Vitamin C Brightening & Anti Aging Day Cream : 50 g,Uncategorized,,299.0,299.0,150.0,50 g,2.98,./personalcarebeauty_files/SEP140005924xx18SEP24_5_P.jpg,False
Dot & Key Night Reset Retinol + Ceramide Cream : 60 ml,Uncategorized,,695.0,695.0,209.0,60 ml,8.1,./personalcarebeauty_files/OCT140005255xx12OCT23_5_P.jpg,False
Faces Canada Hydro Face Moisturizer : 100 ml,Uncategorized,,599.0,599.0,210.0,100 ml,3.89,./personalcarebeauty_files/FEB140003876xx20FEB23_5_P.jpg,False
Cetaphil Optimal Hydration Replenishing Night Cream : 50 gm,Uncategorized,,1100.0,1100.0,275.0,50 g,16.5,./personalcarebeauty_files/MAR140005500xx5MAR24_5_P.jpg,False
Lacto Calamine Oil Balance Lotion For Normal Skin : 120 ml,Uncategorized,,260.0,260.0,52.0,120 ml,1.73,./personalcarebeauty_files/KSKINCREAMS12mlLTCM16xx210621_5_P.jpg,False
Himalaya Fairness Cream : 50 gms,Uncategorized,,100.0,100.0,6.0,50 g,1.88,./personalcarebeauty_files/JUN140002729xx25JUN23_5_P.jpg,False
The Face Shop Rice Water Bright Trial Kit : 1 Unit,Uncategorized,,899.0,899.0,450.0,,,./personalcarebeauty_files/DEC140005375xx27DEC23_5_P.jpg,False
Dot & Key Cica + Niacinamide Oil-Free Moisturizer : 60 ml,Uncategorized,,495.0,495.0,149.0,60 ml,5.77,./personalcarebeauty_files/OCT140005253xx12OCT23_5_P.jpg,False
Plum Green Tea Renewed Clarity Night Gel : 50 ml,Uncategorized,,575.0,575.0,69.0,50 ml,10.12,./personalcarebeauty_files/MAY140004169xx31MAY22_5_P.jpg,False
Dot & Key Cica Calming Skin Renewing Night Gel : 60 ml,Uncategorized,,495.0,495.0,150.0,60 ml,5.75,./personalcarebeauty_files/OCT140005239xx12OCT23_5_P.jpg,False
L'Oreal Paris Revitalift Cream For Women : 15 ml,Clothing,men,529.0,529.0,159.0,15 ml,24.67,./personalcarebeauty_files/FEB140003758xx03FEB22_5_P.jpg,False
Lakme 9to5 Vitamin C+ Night Cream : 50 gms,Uncategorized,,399.0,399.0,99.0,50 g,6.0,./personalcarebeauty_files/OCT140004229xx23OCT23_5_P.jpg,False
Lotus Herbals Nutranite Night Creme : 50 gms,Uncategorized,,485.0,485.0,194.0,50 g,5.82,./personalcarebeauty_files/NOV140003474xx8NOV21_5_P.jpg,False
