name,category,subcategory,price,unit,image,status,stock_count
Raj Flavours Essence - Pineapple : 30 ml,Masala & Spices,pepper,42.0,30 ml,/api/placeholder/200/200,active,100
Raj Flavours Essence - Chocolate : 30 ml,Cooking Oil,oil,42.0,30 ml,/api/placeholder/200/200,active,100
Raj Flavours Essence - Butterscotch : 30 ml,Dry Fruits,dates,42.0,30 ml,/api/placeholder/200/200,active,100
Puro Healthy Salt : 1 kg,Salt/Sugar/Jaggery,salt,110.0,,/api/placeholder/200/200,active,100
Tata Rock Salt : 1 kg,Salt/Sugar/Jaggery,salt,99.0,,/api/placeholder/200/200,active,100
Tata Salt Lite - Low Sodium Iodised : 1 kg,Salt/Sugar/Jaggery,salt,50.0,1 kg,/api/placeholder/200/200,active,100
Rock Salt : 1 kg,Salt/Sugar/Jaggery,salt,99.0,1 kg,/api/placeholder/200/200,active,100
Tata Iodised Crystal Salt : 1 kg,Salt/Sugar/Jaggery,salt,22.0,1 kg,/api/placeholder/200/200,active,100
Aashirvaad Iodized Crystal Salt : 1 kg,Salt/Sugar/Jaggery,salt,22.0,1 kg,/api/placeholder/200/200,active,100
Puro Crystal Healthy Salt : 1 kg,Salt/Sugar/Jaggery,salt,135.0,1 kg,/api/placeholder/200/200,active,100
Himalayan Pink Rock Salt (Sendha Namak) : 1 kg,Salt/Sugar/Jaggery,salt,110.0,,/api/placeholder/200/200,active,100
Madhur Pure & Hygienic Sugar : 1 kg,Salt/Sugar/Jaggery,sugar,65.0,1 kg,/api/placeholder/200/200,active,100
Parry's White Label Sugar : 5 kgs,Salt/Sugar/Jaggery,sugar,300.0,5 kg,/api/placeholder/200/200,active,100
Organic Tattva Sugar : 1 kg,Salt/Sugar/Jaggery,sugar,160.0,1 kg,/api/placeholder/200/200,active,100
Parry's White Label Sugar : 1 kg,Salt/Sugar/Jaggery,sugar,60.0,1 kg,/api/placeholder/200/200,active,100
Madhur Pure & Hygienic Sulphurless Sugar : 5 kgs,Salt/Sugar/Jaggery,sugar,315.0,5 kg,/api/placeholder/200/200,active,100
Organic Tattva Brown Sugar : 500 gms,Salt/Sugar/Jaggery,sugar,90.0,500 g,/api/placeholder/200/200,active,100
Parry's Amrit Brown Bura Sugar : 500 gms,Salt/Sugar/Jaggery,sugar,50.0,500 g,/api/placeholder/200/200,active,100
24 Mantra Organic Sugar : 1 kg,Salt/Sugar/Jaggery,sugar,145.0,1 kg,/api/placeholder/200/200,active,100
Parry's Pure Refined Sugar : 1 kg,Salt/Sugar/Jaggery,sugar,70.0,1 kg,/api/placeholder/200/200,active,100
Parry's Gold Premium Brown Sugar : 500 g,Salt/Sugar/Jaggery,sugar,40.0,500 g,/api/placeholder/200/200,active,100
Pro Nature 100% Organic Brown Sugar : 1 kg,Salt/Sugar/Jaggery,sugar,154.0,1 kg,/api/placeholder/200/200,active,100
Pro Nature Organic Brown Sugar : 500 g,Salt/Sugar/Jaggery,sugar,78.0,500 g,/api/placeholder/200/200,active,100
Sugar Free Gold Pellets : 500 Pellets,Salt/Sugar/Jaggery,sugar,310.0,,/api/placeholder/200/200,active,100
Sugar Free Gold Powder : 100 gms,Salt/Sugar/Jaggery,sugar,159.0,100 g,/api/placeholder/200/200,active,100
Sugar Free Natura Pellets : 500 Pellets,Salt/Sugar/Jaggery,sugar,310.0,,/api/placeholder/200/200,active,100
Sugar Free Natura Powder : 100 gms,Salt/Sugar/Jaggery,sugar,159.0,100 g,/api/placeholder/200/200,active,100
Relish Diet Sugar Powder Jar : 1 kg,Salt/Sugar/Jaggery,sugar,375.0,1 kg,/api/placeholder/200/200,active,100
Pitambari Ruchiyana Jaggery Powder : 500 g,Salt/Sugar/Jaggery,jaggery,85.0,500 g,/api/placeholder/200/200,active,100
Paawak Jaggery Cubes Jar : 500 gms,Salt/Sugar/Jaggery,jaggery,110.0,500 g,/api/placeholder/200/200,active,100
Parry's Amrit Jaggery Powder : 500 gms,Salt/Sugar/Jaggery,jaggery,55.0,500 g,/api/placeholder/200/200,active,100
Kastoori Jaggery Powder : 1 kg,Salt/Sugar/Jaggery,jaggery,125.0,1 kg,/api/placeholder/200/200,active,100
Organic Tattva Jaggery Powder : 500 gms,Salt/Sugar/Jaggery,jaggery,90.0,500 g,/api/placeholder/200/200,active,100
Patanjali Madhuram Jaggery Powder : 1 kg,Salt/Sugar/Jaggery,jaggery,85.0,1 kg,/api/placeholder/200/200,active,100
Bellam Pakam Chikki Gud : 900 gms,Masala & Spices,chilli,90.0,900 g,/api/placeholder/200/200,active,100
