productId,name,description,price,mrp,quantity,category,subcategory,brand,imageUrl,isAvailable,createdAt,updatedAt
P5073,Pro Nature Whole Wheat Organic Atta,Pro Nature Whole Wheat Organic Atta,283,352,5 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.016386Z,2025-01-11T10:51:48.016386Z
P9535,Just Organik Organic Atta (Gluten Free),Just Organik Organic Atta (Gluten Free),476,550,10 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.016386Z,2025-01-11T10:51:48.016386Z
P8277,Nutty Yogi Gluten Free Missi Atta,Nutty Yogi Gluten Free Missi Atta,257,331,5 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.016386Z,2025-01-11T10:51:48.016386Z
P7863,Organic Tattva Wheat Organic Atta 1 kg,Organic Tattva Wheat Organic Atta 1 kg,302,405,5 kg,Electronics & Tech,Smart TVs,Samsung,/api/placeholder/200/200,true,2025-01-11T10:51:48.017412Z,2025-01-11T10:51:48.017412Z
P3784,Organic Tattva Multigrain Organic Atta,Organic Tattva Multigrain Organic Atta,244,330,5 kg,Electronics & Tech,Smart TVs,Samsung,/api/placeholder/200/200,true,2025-01-11T10:51:48.017412Z,2025-01-11T10:51:48.017412Z
P0887,Just Organik Whole Wheat Chakki Organic Atta,Just Organik Whole Wheat Chakki Organic Atta,309,420,5 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.017412Z,2025-01-11T10:51:48.017412Z
P3489,Fortune Premium Kachi Ghani Pure Mustard Oil,Fortune Premium Kachi Ghani Pure Mustard Oil,338,375,500 g,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.018405Z,2025-01-11T10:51:48.018405Z
P1195,Fortune Soya Health Refined Soyabean Oil,Fortune Soya Health Refined Soyabean Oil,330,385,5 kg,Health & Beauty,Medicines,Zandu,/api/placeholder/200/200,true,2025-01-11T10:51:48.018405Z,2025-01-11T10:51:48.018405Z
P2516,Fortune Sunlite Refined Sunflower Oil,Fortune Sunlite Refined Sunflower Oil,291,355,5 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.018405Z,2025-01-11T10:51:48.018405Z
P0625,Pansari Kacchi Ghani Mustard Oil,Pansari Kacchi Ghani Mustard Oil,95,110,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.019401Z,2025-01-11T10:51:48.019401Z
P8727,Saffola Gold Power of 3 Refined Blended Cooking Oil,Saffola Gold Power of 3 Refined Blended Cooking Oil,305,399,5 kg,Grocery & Food,Instant Mixes,MTR,/api/placeholder/200/200,true,2025-01-11T10:51:48.019401Z,2025-01-11T10:51:48.019401Z
P1574,Fortune Rice Bran Oil,Fortune Rice Bran Oil,354,370,5 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.019401Z,2025-01-11T10:51:48.019401Z
P0723,Barosi Cold Pressed Mustard Oil,Barosi Cold Pressed Mustard Oil,164,169,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.019401Z,2025-01-11T10:51:48.019401Z
P3872,Barosi Cold Pressed Groundnut Oil,Barosi Cold Pressed Groundnut Oil,320,0,5 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.020400Z,2025-01-11T10:51:48.020400Z
P0624,Saffola Active Pro Weight Watchers Edible Oil,Saffola Active Pro Weight Watchers Edible Oil,301,365,5 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.020400Z,2025-01-11T10:51:48.020400Z
P2189,Patanjali Virgin Sesame Oil (Gingelly/Til Oil),Patanjali Virgin Sesame Oil (Gingelly/Til Oil),377,396,5 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.020400Z,2025-01-11T10:51:48.020400Z
P6228,Patanjali Mustard Oil,Patanjali Mustard Oil,335,0,1.5 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.020400Z,2025-01-11T10:51:48.020400Z
P9284,Emami Healthy & Tasty Refined Soyabean Oil (Ultra Lite),Emami Healthy & Tasty Refined Soyabean Oil (Ultra Lite),298,0,1 kg,Grocery & Food,Fresh Fruits,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.021400Z,2025-01-11T10:51:48.021400Z
P5493,Dhara Kachi Ghani Mustard Oil 1 l,Dhara Kachi Ghani Mustard Oil 1 l,358,431,10 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.021400Z,2025-01-11T10:51:48.021400Z
P8236,Emami Healthy & Tasty Strong Kachchi Ghani Mustard Oil,Emami Healthy & Tasty Strong Kachchi Ghani Mustard Oil,60,80,1 kg,Grocery & Food,Fresh Fruits,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.021400Z,2025-01-11T10:51:48.021400Z
P0055,Mahakosh Refined Soyabean Oil,Mahakosh Refined Soyabean Oil,91,125,1 kg,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.021400Z,2025-01-11T10:51:48.021400Z
P0172,Saffola Gold Refined Blended Cooking Oil (Rice Bran + Corn) - Free 1 l Pouch,Saffola Gold Refined Blended Cooking Oil (Rice Bran + Corn) - Free 1 l Pouch,390,0,5 kg,Grocery & Food,Instant Mixes,MTR,/api/placeholder/200/200,true,2025-01-11T10:51:48.022401Z,2025-01-11T10:51:48.022401Z
P6448,Dabur Cold Pressed Mustard Oil,Dabur Cold Pressed Mustard Oil,132,160,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.022401Z,2025-01-11T10:51:48.022401Z
P0424,Dalda Kachi Ghani Mustard Oil,Dalda Kachi Ghani Mustard Oil,115,130,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.022401Z,2025-01-11T10:51:48.022401Z
P4836,Emami Healthy & Tasty Kachchi Ghani Mustard Oil,Emami Healthy & Tasty Kachchi Ghani Mustard Oil,121,135,1 l,Grocery & Food,Fresh Fruits,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.023387Z,2025-01-11T10:51:48.023387Z
P1265,KLF Tilnad Gingelly/ Sesame Oil,KLF Tilnad Gingelly/ Sesame Oil,128,155,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.023387Z,2025-01-11T10:51:48.023387Z
P5833,Emami Healthy & Tasty Refined Rice Bran Oil,Emami Healthy & Tasty Refined Rice Bran Oil,119,190,1 l,Grocery & Food,Fresh Fruits,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.023387Z,2025-01-11T10:51:48.023387Z
P3176,Figaro Extra Virgin Olive Oil,Figaro Extra Virgin Olive Oil,149,160,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.023387Z,2025-01-11T10:51:48.024386Z
P2705,Oleev Pomace Olive Oil,Oleev Pomace Olive Oil,131,149,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.024386Z,2025-01-11T10:51:48.024386Z
P3060,Pansari Kachi Ghani Mustard Oil,Pansari Kachi Ghani Mustard Oil,388,440,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.024386Z,2025-01-11T10:51:48.024386Z
P2291,Dalda Refined Groundnut Oil,Dalda Refined Groundnut Oil,454,540,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.025400Z,2025-01-11T10:51:48.025400Z
P8988,Borges Olive Oil,Borges Olive Oil,135,160,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.025400Z,2025-01-11T10:51:48.025400Z
P8985,Two Brothers Organic Farms Black Mustard Oil,Two Brothers Organic Farms Black Mustard Oil,247,350,2 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.025400Z,2025-01-11T10:51:48.025400Z
P3142,Saffola Total Pro Heart Conscious Edible Oil,Saffola Total Pro Heart Conscious Edible Oil,676,808,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.026401Z,2025-01-11T10:51:48.026401Z
P3037,Emami Healthy & Tasty Kachi Ghani Mustard Oil,Emami Healthy & Tasty Kachi Ghani Mustard Oil,360,0,1 unit,Grocery & Food,Fresh Fruits,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.026401Z,2025-01-11T10:51:48.026401Z
P0629,Jivo Cold Press Canola Oil,Jivo Cold Press Canola Oil,145,0,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.026401Z,2025-01-11T10:51:48.026401Z
P6445,Jivo Pomace Olive Oil,Jivo Pomace Olive Oil,104,140,1 L,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.026401Z,2025-01-11T10:51:48.026401Z
P7535,Figaro Spanish Brand Pure Olive Oil,Figaro Spanish Brand Pure Olive Oil,135,170,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.027400Z,2025-01-11T10:51:48.027400Z
P2400,Sundrop Superlite Advanced Sunflower Oil,Sundrop Superlite Advanced Sunflower Oil,126,165,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.027400Z,2025-01-11T10:51:48.027400Z
P0599,Borges Extra Virgin Olive Oil,Borges Extra Virgin Olive Oil,116,185,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.027400Z,2025-01-11T10:51:48.027400Z
P4169,Nature Fresh Refined Soyabean Oil,Nature Fresh Refined Soyabean Oil,112,130,895 g,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.027400Z,2025-01-11T10:51:48.027400Z
P9491,Hudson Canola Oil,Hudson Canola Oil,889,955,5 l + 1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.028385Z,2025-01-11T10:51:48.028385Z
P3744,Oleev Active Blended Cooking Oil,Oleev Active Blended Cooking Oil,261,310,1 l,Grocery & Food,Instant Mixes,MTR,/api/placeholder/200/200,true,2025-01-11T10:51:48.028385Z,2025-01-11T10:51:48.028385Z
P0128,Dalda Refined Sunflower Oil,Dalda Refined Sunflower Oil,122,170,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.028385Z,2025-01-11T10:51:48.028385Z
P0687,Raag Gold Palmolein Oil,Raag Gold Palmolein Oil,133,170,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.028385Z,2025-01-11T10:51:48.028385Z
P6819,TilSona Gold Til / Gingelly / Sesame Oil,TilSona Gold Til / Gingelly / Sesame Oil,188,215,500 ml,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.028385Z,2025-01-11T10:51:48.028385Z
P3320,Hamdard Pomace Olive Oil,Hamdard Pomace Olive Oil,109,140,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.029399Z,2025-01-11T10:51:48.029399Z
P6834,Oleev Smart Blended Cooking Oil,Oleev Smart Blended Cooking Oil,401,599,250 ml,Grocery & Food,Instant Mixes,MTR,/api/placeholder/200/200,true,2025-01-11T10:51:48.029399Z,2025-01-11T10:51:48.029399Z
P5408,Dabur Cold Pressed Mustard Oil - Pack of 2,Dabur Cold Pressed Mustard Oil - Pack of 2,454,1100,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.029399Z,2025-01-11T10:51:48.029399Z
P5545,Kapiva Kerala Virgin Coconut Oil,Kapiva Kerala Virgin Coconut Oil,589,920,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.029399Z,2025-01-11T10:51:48.029399Z
P2464,Mahakosh Kachi Ghani Mustard Oil,Mahakosh Kachi Ghani Mustard Oil,201,246,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.030399Z,2025-01-11T10:51:48.030399Z
P8368,Jivo Cold Press Canola Oil (5 l),Jivo Cold Press Canola Oil (5 l),614,680,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.030399Z,2025-01-11T10:51:48.030399Z
P2152,Leonardo Pomace Olive Oil,Leonardo Pomace Olive Oil,2200,3500,2 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.030399Z,2025-01-11T10:51:48.030399Z
P5844,KLF Coconad Coconut Oil,KLF Coconad Coconut Oil,686,775,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.030399Z,2025-01-11T10:51:48.030399Z
P0818,Dabur Heart Care Blended Cooking Oil,Dabur Heart Care Blended Cooking Oil,629,705,5 l,Grocery & Food,Instant Mixes,MTR,/api/placeholder/200/200,true,2025-01-11T10:51:48.031412Z,2025-01-11T10:51:48.031412Z
P7188,Leonardo Extra Light Olive Oil,Leonardo Extra Light Olive Oil,449,0,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.031412Z,2025-01-11T10:51:48.031412Z
P6446,Pansari Tilsari Edible Oil,Pansari Tilsari Edible Oil,170,200,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.031412Z,2025-01-11T10:51:48.031412Z
P4254,Oleev Extra Light Olive Oil,Oleev Extra Light Olive Oil,125,155,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.031412Z,2025-01-11T10:51:48.031412Z
P4078,Leonardo Extra Virgin Olive Oil,Leonardo Extra Virgin Olive Oil,271,375,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.032401Z,2025-01-11T10:51:48.032401Z
P9942,Figaro Extra Light Tasting Olive Oil,Figaro Extra Light Tasting Olive Oil,450,1049,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.032401Z,2025-01-11T10:51:48.032401Z
P7553,Gaia Olive Oil,Gaia Olive Oil,1503,1819,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.032401Z,2025-01-11T10:51:48.032401Z
P3597,Two Brothers Organic Farms Groundnut Oil (Woodpressed),Two Brothers Organic Farms Groundnut Oil (Woodpressed),476,489,3 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.032401Z,2025-01-11T10:51:48.032401Z
P8947,Gulab Cold Pressed Groundnut Oil,Gulab Cold Pressed Groundnut Oil,1166,2000,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.033400Z,2025-01-11T10:51:48.033400Z
P6396,Bertolli Extra Light Olive Oil,Bertolli Extra Light Olive Oil,115,140,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.033400Z,2025-01-11T10:51:48.033400Z
P2051,Nature Fresh Kachi Ghani Mustard Oil,Nature Fresh Kachi Ghani Mustard Oil,677,805,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.033400Z,2025-01-11T10:51:48.033400Z
P3459,Emami Healthy & Tasty Refined Sunflower Oil,Emami Healthy & Tasty Refined Sunflower Oil,231,290,1 l,Grocery & Food,Fresh Fruits,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.034402Z,2025-01-11T10:51:48.034402Z
P5590,Nature Fresh Acti Lite Sunflower Oil,Nature Fresh Acti Lite Sunflower Oil,1205,1395,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.034402Z,2025-01-11T10:51:48.034402Z
P5698,Organic Tattva Organic Mustard Oil,Organic Tattva Organic Mustard Oil,120,144,1 l,Electronics & Tech,Smart TVs,Samsung,/api/placeholder/200/200,true,2025-01-11T10:51:48.034402Z,2025-01-11T10:51:48.034402Z
P6648,Anveshan Wood Cold Pressed Groundnut Oil,Anveshan Wood Cold Pressed Groundnut Oil,128,160,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.034402Z,2025-01-11T10:51:48.034402Z
P4208,"Natureland Organic Mustard Oil, Cold Pressed","Natureland Organic Mustard Oil, Cold Pressed",89,108,870 g,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.034402Z,2025-01-11T10:51:48.034402Z
P4285,"Organic India Organic Mustard Oil, (Kachi Ghani)","Organic India Organic Mustard Oil, (Kachi Ghani)",230,0,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.035400Z,2025-01-11T10:51:48.035400Z
P5889,Anveshan Wood Cold Pressed Mustard Oil,Anveshan Wood Cold Pressed Mustard Oil,935,1100,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.035400Z,2025-01-11T10:51:48.035400Z
P2389,Anveshan Wood Cold Pressed Coconut Oil,Anveshan Wood Cold Pressed Coconut Oil,460,1000,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.035400Z,2025-01-11T10:51:48.035400Z
P8365,Natureland Organic Groundnut Oil - Pack of 2,Natureland Organic Groundnut Oil - Pack of 2,149,180,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.035400Z,2025-01-11T10:51:48.035400Z
P5203,"24 Mantra Organic Mustard Oil, Expeller Pressed - Pack of 2","24 Mantra Organic Mustard Oil, Expeller Pressed - Pack of 2",496,620,2 x 1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.036399Z,2025-01-11T10:51:48.036399Z
P1991,Anveshan Wood Pressed Yellow Mustard Oil,Anveshan Wood Pressed Yellow Mustard Oil,394,449,500 ml,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.036399Z,2025-01-11T10:51:48.036399Z
P6420,Organic India Virgin Organic Coconut Oil,Organic India Virgin Organic Coconut Oil,132,151,899 g,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.036399Z,2025-01-11T10:51:48.036399Z
P8679,Organic India Organic Sunflower Oil,Organic India Organic Sunflower Oil,1346,1650,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.036399Z,2025-01-11T10:51:48.036399Z
P4008,Anveshan Wood Pressed Sunflower Oil,Anveshan Wood Pressed Sunflower Oil,2923,4099,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.037399Z,2025-01-11T10:51:48.037399Z
P4925,Conscious Food Organic Sesame Oil,Conscious Food Organic Sesame Oil,247,300,1 l,Grocery & Food,Canned Vegetables,Del Monte,/api/placeholder/200/200,true,2025-01-11T10:51:48.037399Z,2025-01-11T10:51:48.037399Z
P1674,"24 Mantra Organic Groundnut Oil, Cold Pressed - Pack of 2","24 Mantra Organic Groundnut Oil, Cold Pressed - Pack of 2",1372,1999,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.037399Z,2025-01-11T10:51:48.037399Z
P2348,Organic Tattva Organic Groundnut Oil,Organic Tattva Organic Groundnut Oil,2128,4999,5 l,Electronics & Tech,Smart TVs,Samsung,/api/placeholder/200/200,true,2025-01-11T10:51:48.037399Z,2025-01-11T10:51:48.037399Z
P5756,Natureland Organic Coconut Oil,Natureland Organic Coconut Oil,280,350,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.038400Z,2025-01-11T10:51:48.038400Z
P7123,"Natureland Organic Mustard Oil, Cold Pressed - Pack of 2","Natureland Organic Mustard Oil, Cold Pressed - Pack of 2",2201,3999,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.038400Z,2025-01-11T10:51:48.038400Z
P6829,Natureland Cold Pressed Organic Mustard Oil,Natureland Cold Pressed Organic Mustard Oil,1897,2599,2 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.038400Z,2025-01-11T10:51:48.038400Z
P9775,Conscious Food Organic Groundnut Oil,Conscious Food Organic Groundnut Oil,129,254,1 l,Grocery & Food,Canned Vegetables,Del Monte,/api/placeholder/200/200,true,2025-01-11T10:51:48.038400Z,2025-01-11T10:51:48.038400Z
P3849,Conscious Food Organic Sunflower Oil,Conscious Food Organic Sunflower Oil,619,949,1 l,Grocery & Food,Canned Vegetables,Del Monte,/api/placeholder/200/200,true,2025-01-11T10:51:48.039400Z,2025-01-11T10:51:48.039400Z
P6363,Coco Soul Virgin Coconut Hair Oil (Cold Pressed),Coco Soul Virgin Coconut Hair Oil (Cold Pressed),1794,2899,2 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.039400Z,2025-01-11T10:51:48.039400Z
P7118,Natureland Cold Pressed Organic Groundnut Oil,Natureland Cold Pressed Organic Groundnut Oil,1067,1399,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.039400Z,2025-01-11T10:51:48.039400Z
P6159,Pro Nature Organic Virgin Coconut Oil,Pro Nature Organic Virgin Coconut Oil,2570,3499,2 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.039400Z,2025-01-11T10:51:48.039400Z
P1887,Pam Huile D'olive Olive Oil,Pam Huile D'olive Olive Oil,1299,0,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.040401Z,2025-01-11T10:51:48.040401Z
P7585,"Just Organik Organic Sesame Oil, (Wood Cold Pressed)","Just Organik Organic Sesame Oil, (Wood Cold Pressed)",2424,2530,5 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.040401Z,2025-01-11T10:51:48.040401Z
P3001,Praakritik Cold Pressed Organic Peanut Oil,Praakritik Cold Pressed Organic Peanut Oil,464,490,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.040401Z,2025-01-11T10:51:48.040401Z
P1625,KLF Nirmal Virgin Cold Pressed Coconut Hair Oil,KLF Nirmal Virgin Cold Pressed Coconut Hair Oil,2504,3999,2 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.041401Z,2025-01-11T10:51:48.041401Z
P1475,Organic Tattva Organic Sunflower Oil,Organic Tattva Organic Sunflower Oil,655,800,5 l,Electronics & Tech,Smart TVs,Samsung,/api/placeholder/200/200,true,2025-01-11T10:51:48.041401Z,2025-01-11T10:51:48.041401Z
P5510,Just Organik Organic Sunflower Oil,Just Organik Organic Sunflower Oil,125,150,900 g,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.041401Z,2025-01-11T10:51:48.041401Z
P5307,Praakritik Extra Virgin Organic Coconut Oil,Praakritik Extra Virgin Organic Coconut Oil,130,245,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.041401Z,2025-01-11T10:51:48.041401Z
P0278,Fortune Refined Groundnut Oil,Fortune Refined Groundnut Oil,242,285,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.042400Z,2025-01-11T10:51:48.042400Z
P7124,Dhara Lite N Fine Refined Soyabean Oil,Dhara Lite N Fine Refined Soyabean Oil,380,475,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.042400Z,2025-01-11T10:51:48.042400Z
P6695,Del Monte Extra Light Olive Oil,Del Monte Extra Light Olive Oil,241,330,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.042400Z,2025-01-11T10:51:48.042400Z
P3707,Dhara Filtered Groundnut Oil,Dhara Filtered Groundnut Oil,362,400,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.042400Z,2025-01-11T10:51:48.042400Z
P3760,Del Monte Pomace Olive Oil,Del Monte Pomace Olive Oil,348,435,1 l,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.043385Z,2025-01-11T10:51:48.043385Z
P4406,Del Monte Extra Virgin Olive Oil,Del Monte Extra Virgin Olive Oil,306,360,500 ml,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.043385Z,2025-01-11T10:51:48.043385Z
P1582,Figaro Spanish Brand Extra Virgin Olive Oil,Figaro Spanish Brand Extra Virgin Olive Oil,639,900,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.043385Z,2025-01-11T10:51:48.043385Z
P9909,Fortune Xpert Pro Immunity Edible Oil,Fortune Xpert Pro Immunity Edible Oil,658,850,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.044392Z,2025-01-11T10:51:48.044392Z
P5422,Nature Fresh Kachi Ghani Pure Mustard Oil,Nature Fresh Kachi Ghani Pure Mustard Oil,409,545,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.044392Z,2025-01-11T10:51:48.044392Z
P8356,"24 Mantra Organic Sunflower Oil, Cold Pressed","24 Mantra Organic Sunflower Oil, Cold Pressed",690,725,500 ml,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.050058Z,2025-01-11T10:51:48.050058Z
P6814,Conscious Food Organic Mustard Oil,Conscious Food Organic Mustard Oil,401,425,1 l,Grocery & Food,Canned Vegetables,Del Monte,/api/placeholder/200/200,true,2025-01-11T10:51:48.051056Z,2025-01-11T10:51:48.051056Z
P4997,Praakritik Cold Pressed Organic Sesame Oil,Praakritik Cold Pressed Organic Sesame Oil,404,475,1 unit,Grocery & Food,Fresh Vegetables,Fresho,/api/placeholder/200/200,true,2025-01-11T10:51:48.051056Z,2025-01-11T10:51:48.051056Z
